STATE_NAME_2011,STATE_CODE_2011,LGA_NAME_2011,LGA_CODE_2011,SLA_NAME_2011,SLA_MAINCODE_2011
Queensland,3,Toowoomba (R),36910,Toowoomba West,320016946
Queensland,3,Toowoomba (R),36910,Westbrook,320016947
Queensland,3,Torres (S),36950,Torres (S),350106950
Queensland,3,Torres Strait Island (R),36960,Torres Strait Island (R) - Badu,350106963
Queensland,3,Torres Strait Island (R),36960,Torres Strait Island (R) - Boigu,350106965
Queensland,3,Torres Strait Island (R),36960,Torres Strait Island (R) - Dauan,350106968
Queensland,3,Torres Strait Island (R),36960,Torres Strait Island (R) - Erub,350106972
Queensland,3,Torres Strait Island (R),36960,Torres Strait Island (R) - Hammond,350106974
Queensland,3,Torres Strait Island (R),36960,Torres Strait Island (R) - Iama,350106976
Queensland,3,Torres Strait Island (R),36960,Torres Strait Island (R) - Kubin,350106978
Queensland,3,Torres Strait Island (R),36960,Torres Strait Island (R) - Mabuiag,350106982
Queensland,3,Torres Strait Island (R),36960,Torres Strait Island (R) - Mer,350106984
Queensland,3,Torres Strait Island (R),36960,Torres Strait Island (R) - Poruma,350106986
Queensland,3,Torres Strait Island (R),36960,Torres Strait Island (R) - Saibai,350106992
Queensland,3,Torres Strait Island (R),36960,Torres Strait Island (R) - St Pauls,350106993
Queensland,3,Torres Strait Island (R),36960,Torres Strait Island (R) - Ugar,350106995
Queensland,3,Torres Strait Island (R),36960,Torres Strait Island (R) - Warraber,350106996
Queensland,3,Torres Strait Island (R),36960,Torres Strait Island (R) - Yorke,350106998
Queensland,3,Townsville (C),37010,Aitkenvale,345057001
Queensland,3,Townsville (C),37010,City,345057003
Queensland,3,Townsville (C),37010,Condon-Rasmussen-Bohle Basin,345107005
Queensland,3,Townsville (C),37010,Cranbrook,345057007
Queensland,3,Townsville (C),37010,Currajong,345057012
Queensland,3,Townsville (C),37010,Douglas,345057014
Queensland,3,Townsville (C),37010,Garbutt,345057015
Queensland,3,Townsville (C),37010,Gulliver,345057018
Queensland,3,Townsville (C),37010,Heatley,345057023
Queensland,3,Townsville (C),37010,Hermit Park,345057026
Queensland,3,Townsville (C),37010,Hyde Park-Mysterton,345057027
Queensland,3,Townsville (C),37010,Kelso,345107028
Queensland,3,Townsville (C),37010,Kirwan,345107030
Queensland,3,Townsville (C),37010,Magnetic Island,345057031
Queensland,3,Townsville (C),37010,Mt Louisa-Mt St John-Bohle,345057033
Queensland,3,Townsville (C),37010,Mundingburra,345057034
Queensland,3,Townsville (C),37010,Murray,345057038
Queensland,3,Townsville (C),37010,North Ward-Castle Hill,345057041
Queensland,3,Townsville (C),37010,Northern Beaches-Pinnacles,345157043
Queensland,3,Townsville (C),37010,Oonoonba-Idalia-Cluden,345057044
Queensland,3,Townsville (C),37010,Pallarenda-Shelley Beach,345057047
Queensland,3,Townsville (C),37010,Pimlico,345057051
Queensland,3,Townsville (C),37010,Railway Estate,345057054
Queensland,3,Townsville (C),37010,Rosslea,345057058
Queensland,3,Townsville (C),37010,Rowes Bay-Belgian Gardens,345057062
Queensland,3,Townsville (C),37010,South Townsville,345057065
Queensland,3,Townsville (C),37010,Stuart-Roseneath,345057068
Queensland,3,Townsville (C),37010,Vincent,345057071
Queensland,3,Townsville (C),37010,West End,345057074
Queensland,3,Townsville (C),37010,Woodstock-Cleveland-Ross,345157076
Queensland,3,Townsville (C),37010,Wulguru,345057078
Queensland,3,Weipa (T),37300,Weipa (T),350107300
Queensland,3,Western Downs (R),37310,Western Downs (R) - Chinchilla,320057312
Queensland,3,Western Downs (R),37310,Western Downs (R) - Dalby,320057313
Queensland,3,Western Downs (R),37310,Western Downs (R) - Murilla-Wandoan,320057315
Queensland,3,Western Downs (R),37310,Western Downs (R) - Tara,320057316
Queensland,3,Western Downs (R),37310,Western Downs (R) - Wambo,320057318
Queensland,3,Whitsunday (R),37340,Whitsunday (R) - Bowen,340107342
Queensland,3,Whitsunday (R),37340,Whitsunday (R) - Whitsunday,340107345
Queensland,3,Winton (S),37400,Winton (S),335057400
Queensland,3,Woorabinda (S),37550,Woorabinda (S),330157550
Queensland,3,Wujal Wujal (S),37570,Wujal Wujal (S),350107570
Queensland,3,Yarrabah (S),37600,Yarrabah (S),350107600
Queensland,3,Unincorporated Qld,39399,Migratory - Offshore - Shipping (Qld),385019779
South Australia,4,Adelaide (C),40070,Adelaide (C),405150070
South Australia,4,Adelaide Hills (DC),40120,Adelaide Hills (DC) - Central,405150121
South Australia,4,Adelaide Hills (DC),40120,Adelaide Hills (DC) - North,410150125
South Australia,4,Adelaide Hills (DC),40120,Adelaide Hills (DC) - Ranges,405150124
South Australia,4,Adelaide Hills (DC),40120,Adelaide Hills (DC) Bal,410150128
South Australia,4,Alexandrina (DC),40220,Alexandrina (DC) - Coastal,410200221
South Australia,4,Alexandrina (DC),40220,Alexandrina (DC) - Strathalbyn,410200224
South Australia,4,Anangu Pitjantjatjara (AC),40250,Anangu Pitjantjatjara (AC),435250250
South Australia,4,Barossa (DC),40310,Barossa (DC) - Angaston,410050311
South Australia,4,Barossa (DC),40310,Barossa (DC) - Barossa,410050314
South Australia,4,Barossa (DC),40310,Barossa (DC) - Tanunda,410050315
South Australia,4,Barunga West (DC),40430,Barunga West (DC),415050430
South Australia,4,Berri and Barmera (DC),40520,Berri & Barmera (DC) - Barmera,420050521
South Australia,4,Berri and Barmera (DC),40520,Berri & Barmera (DC) - Berri,420050524
South Australia,4,Burnside (C),40700,Burnside (C) - North-East,405150701
South Australia,4,Burnside (C),40700,Burnside (C) - South-West,405150704
South Australia,4,Campbelltown (C),40910,Campbelltown (C) - East,405150911
South Australia,4,Campbelltown (C),40910,Campbelltown (C) - West,405150914
South Australia,4,Ceduna (DC),41010,Ceduna (DC),430101010
South Australia,4,Charles Sturt (C),41060,Charles Sturt (C) - Coastal,405101061
South Australia,4,Charles Sturt (C),41060,Charles Sturt (C) - Inner East,405101064
South Australia,4,Charles Sturt (C),41060,Charles Sturt (C) - Inner West,405101065
South Australia,4,Charles Sturt (C),41060,Charles Sturt (C) - North-East,405101068
South Australia,4,Clare and Gilbert Valleys (DC),41140,Clare and Gilbert Valleys (DC),415101140
South Australia,4,Cleve (DC),41190,Cleve (DC),430051190
South Australia,4,Coober Pedy (DC),41330,Coober Pedy (DC),435251330
South Australia,4,Copper Coast (DC),41560,Copper Coast (DC),415051560
South Australia,4,Elliston (DC),41750,Elliston (DC),430051750
South Australia,4,Flinders Ranges (DC),41830,Flinders Ranges (DC),435201830
South Australia,4,Franklin Harbour (DC),41960,Franklin Harbour (DC),430051960
South Australia,4,Gawler (T),42030,Gawler (T),405052030
South Australia,4,Goyder (DC),42110,Goyder (DC),415102110
South Australia,4,Grant (DC),42250,Grant (DC),425102250
South Australia,4,Holdfast Bay (C),42600,Holdfast Bay (C) - North,405202601
South Australia,4,Holdfast Bay (C),42600,Holdfast Bay (C) - South,405202604
South Australia,4,Kangaroo Island (DC),42750,Kangaroo Island (DC),410102750
South Australia,4,Karoonda East Murray (DC),43080,Karoonda East Murray (DC),420103080
South Australia,4,Kimba (DC),43220,Kimba (DC),430053220
South Australia,4,Kingston (DC),43360,Kingston (DC),425053360
South Australia,4,Light (RegC),43650,Light (RegC),410053650
South Australia,4,Lower Eyre Peninsula (DC),43710,Lower Eyre Peninsula (DC),430053710
South Australia,4,Loxton Waikerie (DC),43790,Loxton Waikerie (DC) - East,420053791
South Australia,4,Loxton Waikerie (DC),43790,Loxton Waikerie (DC) - West,420053794
South Australia,4,Mallala (DC),43920,Mallala (DC),410053920
South Australia,4,Maralinga Tjarutja (AC),44000,Maralinga Tjarutja (AC),435254000
South Australia,4,Marion (C),44060,Marion (C) - Central,405204061
South Australia,4,Marion (C),44060,Marion (C) - North,405204064
South Australia,4,Marion (C),44060,Marion (C) - South,405204065
South Australia,4,Mid Murray (DC),44210,Mid Murray (DC),420054210
South Australia,4,Mitcham (C),44340,Mitcham (C) - Hills,405204341
South Australia,4,Mitcham (C),44340,Mitcham (C) - North-East,405204344
South Australia,4,Mitcham (C),44340,Mitcham (C) - West,405204345
South Australia,4,Mount Barker (DC),44550,Mount Barker (DC) - Central,410154551
South Australia,4,Mount Barker (DC),44550,Mount Barker (DC) Bal,410154554
South Australia,4,Mount Gambier (C),44620,Mount Gambier (C),425104620
South Australia,4,Mount Remarkable (DC),44830,Mount Remarkable (DC),435204830
South Australia,4,Murray Bridge (RC),45040,Murray Bridge (RC),420105040
South Australia,4,Naracoorte and Lucindale (DC),45090,Naracoorte and Lucindale (DC),425055090
South Australia,4,Northern Areas (DC),45120,Northern Areas (DC),435155120
South Australia,4,Norwood Payneham St Peters (C),45290,Norw. P'ham St Ptrs (C) - East,405155291
South Australia,4,Norwood Payneham St Peters (C),45290,Norw. P'ham St Ptrs (C) - West,405155294
South Australia,4,Onkaparinga (C),45340,Onkaparinga (C) - Hackham,405205341
South Australia,4,Onkaparinga (C),45340,Onkaparinga (C) - Hills,405205342
South Australia,4,Onkaparinga (C),45340,Onkaparinga (C) - Morphett,405205343
South Australia,4,Onkaparinga (C),45340,Onkaparinga (C) - North Coast,405205344
South Australia,4,Onkaparinga (C),45340,Onkaparinga (C) - Reservoir,405205345
South Australia,4,Onkaparinga (C),45340,Onkaparinga (C) - South Coast,405205346
South Australia,4,Onkaparinga (C),45340,Onkaparinga (C) - Woodcroft,405205347
South Australia,4,Orroroo/Carrieton (DC),45400,Orroroo/Carrieton (DC),435155400
South Australia,4,Peterborough (DC),45540,Peterborough (DC),435155540
South Australia,4,Playford (C),45680,Playford (C) - East Central,405055681
South Australia,4,Playford (C),45680,Playford (C) - Elizabeth,405055683
South Australia,4,Playford (C),45680,Playford (C) - Hills,405055684
South Australia,4,Playford (C),45680,Playford (C) - West,405055686
South Australia,4,Playford (C),45680,Playford (C) - West Central,405055688
South Australia,4,Port Adelaide Enfield (C),45890,Port Adel. Enfield (C) - Coast,405105895
South Australia,4,Port Adelaide Enfield (C),45890,Port Adel. Enfield (C) - East,405055891
South Australia,4,Port Adelaide Enfield (C),45890,Port Adel. Enfield (C) - Inner,405055894
South Australia,4,Port Adelaide Enfield (C),45890,Port Adel. Enfield (C) - Park,405105896
South Australia,4,Port Adelaide Enfield (C),45890,Port Adel. Enfield (C) - Port,405105897
South Australia,4,Port Augusta (C),46090,Port Augusta (C),435206090
South Australia,4,Port Lincoln (C),46300,Port Lincoln (C),430056300
South Australia,4,Port Pirie City and Dists (M),46450,Port Pirie C Dists (M) - City,435156451
South Australia,4,Port Pirie City and Dists (M),46450,Port Pirie C Dists (M) Bal,435156454
South Australia,4,Prospect (C),46510,Prospect (C),405156510
South Australia,4,Renmark Paringa (DC),46670,Renmark Paringa (DC) - Paringa,420056671
South Australia,4,Renmark Paringa (DC),46670,Renmark Paringa (DC) - Renmark,420056674
South Australia,4,Robe (DC),46860,Robe (DC),425056860
South Australia,4,Roxby Downs (M),46970,Roxby Downs (M),435256970
South Australia,4,Salisbury (C),47140,Salisbury (C) - Central,405057141
South Australia,4,Salisbury (C),47140,Salisbury (C) - Inner North,405057143
South Australia,4,Salisbury (C),47140,Salisbury (C) - North-East,405057144
South Australia,4,Salisbury (C),47140,Salisbury (C) - South-East,405057146
South Australia,4,Salisbury (C),47140,Salisbury (C) Bal,405057148
South Australia,4,Southern Mallee (DC),47290,Southern Mallee (DC),420107290
South Australia,4,Streaky Bay (DC),47490,Streaky Bay (DC),430107490
South Australia,4,Tatiara (DC),47630,Tatiara (DC),425057630
South Australia,4,Tea Tree Gully (C),47700,Tea Tree Gully (C) - Central,405057701
South Australia,4,Tea Tree Gully (C),47700,Tea Tree Gully (C) - Hills,405057704
South Australia,4,Tea Tree Gully (C),47700,Tea Tree Gully (C) - North,405057705
South Australia,4,Tea Tree Gully (C),47700,Tea Tree Gully (C) - South,405057708
South Australia,4,The Coorong (DC),47800,The Coorong (DC),420107800
South Australia,4,Tumby Bay (DC),47910,Tumby Bay (DC),430057910
South Australia,4,Unley (C),47980,Unley (C) - East,405157981
South Australia,4,Unley (C),47980,Unley (C) - West,405157984
South Australia,4,Victor Harbor (C),48050,Victor Harbor (C),410208050
South Australia,4,Wakefield (DC),48130,Wakefield (DC),415108130
South Australia,4,Walkerville (M),48260,Walkerville (M),405158260
South Australia,4,Wattle Range (DC),48340,Wattle Range (DC) - East,425108341
South Australia,4,Wattle Range (DC),48340,Wattle Range (DC) - West,425108344
South Australia,4,West Torrens (C),48410,West Torrens (C) - East,405108411
South Australia,4,West Torrens (C),48410,West Torrens (C) - West,405108414
South Australia,4,Whyalla (C),48540,Whyalla (C),435058540
South Australia,4,Wudinna (DC),48640,Wudinna (DC),430058640
South Australia,4,Yankalilla (DC),48750,Yankalilla (DC),410208750
South Australia,4,Yorke Peninsula (DC),48830,Yorke Peninsula (DC) - North,415058831
South Australia,4,Yorke Peninsula (DC),48830,Yorke Peninsula (DC) - South,415058834
South Australia,4,Unincorporated SA,49399,Migratory - Offshore - Shipping (SA),485019779
South Australia,4,Unincorporated SA,49399,Unincorp. Far North,435259589
South Australia,4,Unincorporated SA,49399,Unincorp. Flinders Ranges,435209529
South Australia,4,Unincorporated SA,49399,Unincorp. Lincoln,430059179
South Australia,4,Unincorporated SA,49399,Unincorp. Murray Mallee,420109109
South Australia,4,Unincorporated SA,49399,Unincorp. Pirie,435159459
South Australia,4,Unincorporated SA,49399,Unincorp. Riverland,420059039
South Australia,4,Unincorporated SA,49399,Unincorp. West Coast,430109249
South Australia,4,Unincorporated SA,49399,Unincorp. Western,405108899
South Australia,4,Unincorporated SA,49399,Unincorp. Whyalla,435059389
South Australia,4,Unincorporated SA,49399,Unincorp. Yorke,415058969
Western Australia,5,Albany (C),50080,Albany (C) - Central,515100081
Western Australia,5,Albany (C),50080,Albany (C) Bal,515100084
Western Australia,5,Armadale (C),50210,Armadale (C),505250210
Western Australia,5,Ashburton (S),50250,Ashburton (S),540100250
Western Australia,5,Augusta-Margaret River (S),50280,Augusta-Margaret River (S),510150280
Western Australia,5,Bassendean (T),50350,Bassendean (T),505100350
Western Australia,5,Bayswater (C),50420,Bayswater (C),505100420
Western Australia,5,Belmont (C),50490,Belmont (C),505250490
Western Australia,5,Beverley (S),50560,Beverley (S),525100560
Western Australia,5,Boddington (S),50630,Boddington (S),510100630
Western Australia,5,Boyup Brook (S),50770,Boyup Brook (S),510200770
Western Australia,5,Bridgetown-Greenbushes (S),50840,Bridgetown-Greenbushes (S),510200840
Western Australia,5,Brookton (S),50910,Brookton (S),520050910
Western Australia,5,Broome (S),50980,Broome (S),545100980
Western Australia,5,Broomehill-Tambellup (S),51080,Broomehill-Tambellup (S),515051080
Western Australia,5,Bruce Rock (S),51120,Bruce Rock (S),525151120
Western Australia,5,Bunbury (C),51190,Bunbury (C),510031190
Western Australia,5,Busselton (S),51260,Busselton (S),510151260
Western Australia,5,Cambridge (T),51310,Cambridge (T),505051310
Western Australia,5,Canning (C),51330,Canning (C),505251330
Western Australia,5,Capel (S),51400,Capel (S) - Pt A,510031401
Western Australia,5,Capel (S),51400,Capel (S) - Pt B,510101404
Western Australia,5,Carnamah (S),51470,Carnamah (S),535151470
Western Australia,5,Carnarvon (S),51540,Carnarvon (S),535051540
Western Australia,5,Chapman Valley (S),51610,Chapman Valley (S),535151610
Western Australia,5,Chittering (S),51680,Chittering (S),525051680
Western Australia,5,Claremont (T),51750,Claremont (T),505051750
Western Australia,5,Cockburn (C),51820,Cockburn (C),505201820
Western Australia,5,Collie (S),51890,Collie (S),510101890
Western Australia,5,Coolgardie (S),51960,Coolgardie (S),530051960
Western Australia,5,Coorow (S),52030,Coorow (S),535152030
Western Australia,5,Corrigin (S),52100,Corrigin (S),520102100
Western Australia,5,Cottesloe (T),52170,Cottesloe (T),505052170
Western Australia,5,Cranbrook (S),52240,Cranbrook (S),515102240
Western Australia,5,Cuballing (S),52310,Cuballing (S),520052310
Western Australia,5,Cue (S),52380,Cue (S),535102380
Western Australia,5,Cunderdin (S),52450,Cunderdin (S),525102450
Western Australia,5,Dalwallinu (S),52520,Dalwallinu (S),525102520
Western Australia,5,Dandaragan (S),52590,Dandaragan (S),525052590
Western Australia,5,Dardanup (S),52660,Dardanup (S) - Pt A,510032661
Western Australia,5,Dardanup (S),52660,Dardanup (S) - Pt B,510102664
Western Australia,5,Denmark (S),52730,Denmark (S),515102730
Western Australia,5,Derby-West Kimberley (S),52800,Derby-West Kimberley (S),545102800
Western Australia,5,Donnybrook-Balingup (S),52870,Donnybrook-Balingup (S),510102870
Western Australia,5,Dowerin (S),52940,Dowerin (S),525102940
Western Australia,5,Dumbleyung (S),53010,Dumbleyung (S),520053010
Western Australia,5,Dundas (S),53080,Dundas (S),530103080
Western Australia,5,East Fremantle (T),53150,East Fremantle (T),505203150
Western Australia,5,East Pilbara (S),53220,East Pilbara (S),540053220
Western Australia,5,Esperance (S),53290,Esperance (S),530103290
Western Australia,5,Exmouth (S),53360,Exmouth (S),535053360
Western Australia,5,Fremantle (C),53430,Fremantle (C) - Inner,505203431
Western Australia,5,Fremantle (C),53430,Fremantle (C) - Remainder,505203432
Western Australia,5,Geraldton-Greenough (C),53520,Geraldton,535033522
Western Australia,5,Geraldton-Greenough (C),53520,Greenough - Pt A,535033524
Western Australia,5,Geraldton-Greenough (C),53520,Greenough - Pt B,535153526
Western Australia,5,Gingin (S),53570,Gingin (S),525053570
Western Australia,5,Gnowangerup (S),53640,Gnowangerup (S),515053640
Western Australia,5,Goomalling (S),53710,Goomalling (S),525103710
Western Australia,5,Gosnells (C),53780,Gosnells (C),505253780
Western Australia,5,Halls Creek (S),53920,Halls Creek (S),545053920
Western Australia,5,Harvey (S),53990,Harvey (S) - Pt A,510033991
Western Australia,5,Harvey (S),53990,Harvey (S) - Pt B,510103994
Western Australia,5,Irwin (S),54060,Irwin (S),535154060
Western Australia,5,Jerramungup (S),54130,Jerramungup (S),515054130
Western Australia,5,Joondalup (C),54170,Joondalup (C) - North,505154171
Western Australia,5,Joondalup (C),54170,Joondalup (C) - South,505154174
Western Australia,5,Kalamunda (S),54200,Kalamunda (S),505104200
Western Australia,5,Kalgoorlie/Boulder (C),54280,Kalgoorlie/Boulder (C) - Pt A,530014281
Western Australia,5,Kalgoorlie/Boulder (C),54280,Kalgoorlie/Boulder (C) - Pt B,530054284
Western Australia,5,Katanning (S),54340,Katanning (S),515054340
Western Australia,5,Kellerberrin (S),54410,Kellerberrin (S),525154410
Western Australia,5,Kent (S),54480,Kent (S),515054480
Western Australia,5,Kojonup (S),54550,Kojonup (S),515054550
Western Australia,5,Kondinin (S),54620,Kondinin (S),520104620
Western Australia,5,Koorda (S),54690,Koorda (S),525104690
Western Australia,5,Kulin (S),54760,Kulin (S),520104760
Western Australia,5,Kwinana (T),54830,Kwinana (T),505204830
Western Australia,5,Lake Grace (S),54900,Lake Grace (S),520104900
Western Australia,5,Laverton (S),54970,Laverton (S),530054970
Western Australia,5,Leonora (S),55040,Leonora (S),530055040
Western Australia,5,Mandurah (C),55110,Mandurah (C),510015110
Western Australia,5,Manjimup (S),55180,Manjimup (S),510205180
Western Australia,5,Meekatharra (S),55250,Meekatharra (S),535105250
Western Australia,5,Melville (C),55320,Melville (C),505205320
Western Australia,5,Menzies (S),55390,Menzies (S),530055390
Western Australia,5,Merredin (S),55460,Merredin (S),525155460
Western Australia,5,Mingenew (S),55530,Mingenew (S),535155530
Western Australia,5,Moora (S),55600,Moora (S),525055600
Western Australia,5,Morawa (S),55670,Morawa (S),535155670
Western Australia,5,Mosman Park (T),55740,Mosman Park (T),505055740
Western Australia,5,Mount Magnet (S),55810,Mount Magnet (S),535105810
Western Australia,5,Mount Marshall (S),55880,Mount Marshall (S),525155880
Western Australia,5,Mukinbudin (S),55950,Mukinbudin (S),525155950
Western Australia,5,Mullewa (S),56020,Mullewa (S),535156020
Western Australia,5,Mundaring (S),56090,Mundaring (S),505106090
Western Australia,5,Murchison (S),56160,Murchison (S),535106160
Western Australia,5,Murray (S),56230,Murray (S),510016230
Western Australia,5,Nannup (S),56300,Nannup (S),510206300
Western Australia,5,Narembeen (S),56370,Narembeen (S),525156370
Western Australia,5,Narrogin (S),56450,Narrogin (S),520056450
Western Australia,5,Narrogin (T),56520,Narrogin (T),520056520
Western Australia,5,Nedlands (C),56580,Nedlands (C),505056580
Western Australia,5,Ngaanyatjarraku (S),56620,Ngaanyatjarraku (S),530056620
Western Australia,5,Northam (S),56730,Northam,525106732
Western Australia,5,Northam (S),56730,Northam Town,525106735
Western Australia,5,Northampton (S),56790,Northampton (S),535156790
Western Australia,5,Nungarin (S),56860,Nungarin (S),525156860
Western Australia,5,Peppermint Grove (S),56930,Peppermint Grove (S),505056930
Western Australia,5,Perenjori (S),57000,Perenjori (S),535157000
Western Australia,5,Perth (C),57080,Perth (C) - Inner,505057081
Western Australia,5,Perth (C),57080,Perth (C) - Remainder,505057082
Western Australia,5,Pingelly (S),57140,Pingelly (S),520057140
Western Australia,5,Plantagenet (S),57210,Plantagenet (S),515107210
Western Australia,5,Port Hedland (T),57280,Port Hedland (T),540057280
Western Australia,5,Quairading (S),57350,Quairading (S),525107350
Western Australia,5,Ravensthorpe (S),57420,Ravensthorpe (S),530107420
Western Australia,5,Rockingham (C),57490,Rockingham (C),505207490
Western Australia,5,Roebourne (S),57560,Roebourne (S),540107560
Western Australia,5,Sandstone (S),57630,Sandstone (S),535107630
Western Australia,5,Serpentine-Jarrahdale (S),57700,Serpentine-Jarrahdale (S),505257700
Western Australia,5,Shark Bay (S),57770,Shark Bay (S),535057770
Western Australia,5,South Perth (C),57840,South Perth (C),505257840
Western Australia,5,Stirling (C),57910,Stirling (C) - Central,505157914
Western Australia,5,Stirling (C),57910,Stirling (C) - Coastal,505157915
Western Australia,5,Stirling (C),57910,Stirling (C) - South-Eastern,505157916
Western Australia,5,Subiaco (C),57980,Subiaco (C),505057980
Western Australia,5,Swan (C),58050,Swan (C),505108050
Western Australia,5,Tammin (S),58190,Tammin (S),525108190
Western Australia,5,Three Springs (S),58260,Three Springs (S),535158260
Western Australia,5,Toodyay (S),58330,Toodyay (S),525108330
Western Australia,5,Trayning (S),58400,Trayning (S),525158400
Western Australia,5,Upper Gascoyne (S),58470,Upper Gascoyne (S),535058470
Western Australia,5,Victoria Park (T),58510,Victoria Park (T),505258510
Western Australia,5,Victoria Plains (S),58540,Victoria Plains (S),525058540
Western Australia,5,Vincent (T),58570,Vincent (T),505058570
Western Australia,5,Wagin (S),58610,Wagin (S),520058610
Western Australia,5,Wandering (S),58680,Wandering (S),520058680
Western Australia,5,Wanneroo (C),58760,Wanneroo (C) - North-East,505158761
Western Australia,5,Wanneroo (C),58760,Wanneroo (C) - North-West,505158764
Western Australia,5,Wanneroo (C),58760,Wanneroo (C) - South,505158767
Western Australia,5,Waroona (S),58820,Waroona (S),510108820
Western Australia,5,West Arthur (S),58890,West Arthur (S),520058890
Western Australia,5,Westonia (S),59030,Westonia (S),525159030
Western Australia,5,Wickepin (S),59100,Wickepin (S),520059100
Western Australia,5,Williams (S),59170,Williams (S),520059170
Western Australia,5,Wiluna (S),59250,Wiluna (S),535109250
Western Australia,5,Wongan-Ballidu (S),59310,Wongan-Ballidu (S),525109310
Western Australia,5,Woodanilling (S),59320,Woodanilling (S),515059320
Western Australia,5,Wyalkatchem (S),59330,Wyalkatchem (S),525109330
Western Australia,5,Wyndham-East Kimberley (S),59340,Wyndham-East Kimberley (S),545059340
Western Australia,5,Yalgoo (S),59350,Yalgoo (S),535109350
Western Australia,5,Yilgarn (S),59360,Yilgarn (S),525159360
Western Australia,5,York (S),59370,York (S),525109370
Western Australia,5,Unincorporated WA,59399,Migratory - Offshore - Shipping (WA),585019779
Tasmania,6,Break O'Day (M),60210,Break O'Day (M),615150210
Tasmania,6,Brighton (M),60410,Brighton (M),605050410
Tasmania,6,Burnie (C),60610,Burnie (C) - Pt A,620050611
Tasmania,6,Burnie (C),60610,Burnie (C) - Pt B,620100612
Tasmania,6,Central Coast (M),60810,Central Coast (M) - Pt A,620050811
Tasmania,6,Central Coast (M),60810,Central Coast (M) - Pt B,620100812
Tasmania,6,Central Highlands (M),61010,Central Highlands (M),610051010
Tasmania,6,Circular Head (M),61210,Circular Head (M),620101210
Tasmania,6,Clarence (C),61410,Clarence (C),605051410
Tasmania,6,Derwent Valley (M),61510,Derwent Valley (M) - Pt A,605051511
Tasmania,6,Derwent Valley (M),61510,Derwent Valley (M) - Pt B,610051512
Tasmania,6,Devonport (C),61610,Devonport (C),620051610
Tasmania,6,Dorset (M),61810,Dorset (M),615151810
Tasmania,6,Flinders (M),62010,Flinders (M),615152010
Tasmania,6,George Town (M),62210,George Town (M) - Pt A,615052211
Tasmania,6,George Town (M),62210,George Town (M) - Pt B,615102212
Tasmania,6,Glamorgan/Spring Bay (M),62410,Glamorgan/Spring Bay (M),610052410
Tasmania,6,Glenorchy (C),62610,Glenorchy (C),605052610
Tasmania,6,Hobart (C),62810,Hobart (C) - Inner,605052811
Tasmania,6,Hobart (C),62810,Hobart (C) - Remainder,605052812
Tasmania,6,Huon Valley (M),63010,Huon Valley (M),610053010
Tasmania,6,Kentish (M),63210,Kentish (M),620103210
Tasmania,6,King Island (M),63410,King Island (M),620103410
Tasmania,6,Kingborough (M),63610,Kingborough (M) - Pt A,605053611
Tasmania,6,Kingborough (M),63610,Kingborough (M) - Pt B,610053612
Tasmania,6,Latrobe (M),63810,Latrobe (M) - Pt A,620053811
Tasmania,6,Latrobe (M),63810,Latrobe (M) - Pt B,620103812
Tasmania,6,Launceston (C),64010,Launceston (C) - Inner,615054011
Tasmania,6,Launceston (C),64010,Launceston (C) - Pt B,615054012
Tasmania,6,Launceston (C),64010,Launceston (C) - Pt C,615104013
Tasmania,6,Meander Valley (M),64210,Meander Valley (M) - Pt A,615054211
Tasmania,6,Meander Valley (M),64210,Meander Valley (M) - Pt B,615104212
Tasmania,6,Northern Midlands (M),64610,Northern Midlands (M) - Pt A,615054611
Tasmania,6,Northern Midlands (M),64610,Northern Midlands (M) - Pt B,615104612
Tasmania,6,Sorell (M),64810,Sorell (M) - Pt A,605054811
Tasmania,6,Sorell (M),64810,Sorell (M) - Pt B,610054812
Tasmania,6,Southern Midlands (M),65010,Southern Midlands (M),610055010
Tasmania,6,Tasman (M),65210,Tasman (M),610055210
Tasmania,6,Waratah/Wynyard (M),65410,Waratah/Wynyard (M) - Pt A,620055411
Tasmania,6,Waratah/Wynyard (M),65410,Waratah/Wynyard (M) - Pt B,620105412
Tasmania,6,West Coast (M),65610,West Coast (M),620155610
Tasmania,6,West Tamar (M),65810,West Tamar (M) - Pt A,615055811
Tasmania,6,West Tamar (M),65810,West Tamar (M) - Pt B,615105812
Tasmania,6,Unincorporated Tas,69399,Migratory - Offshore - Shipping (Tas.),685019779
Northern Territory,7,Alice Springs (T),70200,Alice Springs (T) - Charles,710400201
Northern Territory,7,Alice Springs (T),70200,Alice Springs (T) - Heavitree,710400203
Northern Territory,7,Alice Springs (T),70200,Alice Springs (T) - Larapinta,710400205
Northern Territory,7,Alice Springs (T),70200,Alice Springs (T) - Ross,710400207
Northern Territory,7,Alice Springs (T),70200,Alice Springs (T) - Stuart,710400208
Northern Territory,7,Barkly (S),70420,Barkly (S) - Tennant Creek,710350422
Northern Territory,7,Barkly (S),70420,Barkly (S) Bal,710350425
Northern Territory,7,Belyuen (S),70540,Belyuen (S),710050540
Northern Territory,7,Central Desert (S),70620,Central Desert (S),710400620
Northern Territory,7,Coomalie (S),70700,Coomalie (S),710050700
Northern Territory,7,Darwin (C),71000,Alawa,705051004
Northern Territory,7,Darwin (C),71000,Anula,705051008
Northern Territory,7,Darwin (C),71000,Bayview-Woolner,705051011
Northern Territory,7,Darwin (C),71000,Brinkin,705051014
