STATE_NAME_2011,STATE_CODE_2011,LGA_NAME_2011,LGA_CODE_2011,SLA_NAME_2011,SLA_MAINCODE_2011
Victoria,2,Yarra Ranges (S),27450,Yarra Ranges (S) - Dandenongs,205607452
Victoria,2,Yarra Ranges (S),27450,Yarra Ranges (S) - Lilydale,205607453
Victoria,2,Yarra Ranges (S),27450,Yarra Ranges (S) - North,205607454
Victoria,2,Yarra Ranges (S),27450,Yarra Ranges (S) - Pt B,255107458
Victoria,2,Yarra Ranges (S),27450,Yarra Ranges (S) - Seville,205607456
Victoria,2,Yarriambiack (S),27630,Yarriambiack (S) - North,225107631
Victoria,2,Yarriambiack (S),27630,Yarriambiack (S) - South,225107632
Victoria,2,Unincorporated Vic,29399,Bass Strait Islands,255208649
Victoria,2,Unincorporated Vic,29399,Falls Creek Alpine Resort,245158109
Victoria,2,Unincorporated Vic,29399,French Island,255208529
Victoria,2,Unincorporated Vic,29399,Lady Julia Percy Island,215058469
Victoria,2,Unincorporated Vic,29399,Lake Mountain Alpine Resort,240208149
Victoria,2,Unincorporated Vic,29399,Migratory - Offshore - Shipping (Vic.),285019779
Victoria,2,Unincorporated Vic,29399,Mount Baw Baw Alpine Resort,255108209
Victoria,2,Unincorporated Vic,29399,Mount Buller Alpine Resort,240158249
Victoria,2,Unincorporated Vic,29399,Mount Hotham Alpine Resort,245158309
Victoria,2,Unincorporated Vic,29399,Mount Stirling Alpine Resort,240158349
Queensland,3,Aurukun (S),30250,Aurukun (S),350100250
Queensland,3,Balonne (S),30300,Balonne (S),325050300
Queensland,3,Banana (S),30370,Banana (S),330150370
Queensland,3,Barcaldine (R),30410,Barcaldine (R) - Aramac,335050412
Queensland,3,Barcaldine (R),30410,Barcaldine (R) - Barcaldine,335050416
Queensland,3,Barcaldine (R),30410,Barcaldine (R) - Jericho,335050418
Queensland,3,Barcoo (S),30450,Barcoo (S),335050450
Queensland,3,Blackall Tambo (R),30760,Blackall Tambo (R) - Blackall,335050762
Queensland,3,Blackall Tambo (R),30760,Blackall Tambo (R) - Tambo,335050765
Queensland,3,Boulia (S),30900,Boulia (S),335050900
Queensland,3,Brisbane (C),31000,Acacia Ridge,305111001
Queensland,3,Brisbane (C),31000,Albion,305031004
Queensland,3,Brisbane (C),31000,Alderley,305031007
Queensland,3,Brisbane (C),31000,Algester,305111012
Queensland,3,Brisbane (C),31000,Annerley,305091015
Queensland,3,Brisbane (C),31000,Anstead,305071018
Queensland,3,Brisbane (C),31000,Archerfield,305111023
Queensland,3,Brisbane (C),31000,Ascot,305031026
Queensland,3,Brisbane (C),31000,Ashgrove,305031031
Queensland,3,Brisbane (C),31000,Aspley,305071034
Queensland,3,Brisbane (C),31000,Bald Hills,305071037
Queensland,3,Brisbane (C),31000,Balmoral,305091042
Queensland,3,Brisbane (C),31000,Banyo,305071045
Queensland,3,Brisbane (C),31000,Bardon,305031048
Queensland,3,Brisbane (C),31000,Bellbowrie,305071053
Queensland,3,Brisbane (C),31000,Belmont-Mackenzie,305111057
Queensland,3,Brisbane (C),31000,Boondall,305071064
Queensland,3,Brisbane (C),31000,Bowen Hills,305011067
Queensland,3,Brisbane (C),31000,Bracken Ridge,305071072
Queensland,3,Brisbane (C),31000,Bridgeman Downs,305071075
Queensland,3,Brisbane (C),31000,Brighton,305071078
Queensland,3,Brisbane (C),31000,Brookfield (incl. Brisbane Forest Park),305071084
Queensland,3,Brisbane (C),31000,Bulimba,305091086
Queensland,3,Brisbane (C),31000,Burbank,305111091
Queensland,3,Brisbane (C),31000,Calamvale,305111094
Queensland,3,Brisbane (C),31000,Camp Hill,305091097
Queensland,3,Brisbane (C),31000,Cannon Hill,305091102
Queensland,3,Brisbane (C),31000,Carina,305091113
Queensland,3,Brisbane (C),31000,Carina Heights,305091116
Queensland,3,Brisbane (C),31000,Carindale,305091108
Queensland,3,Brisbane (C),31000,Carseldine,305071121
Queensland,3,Brisbane (C),31000,Chandler-Capalaba West,305111123
Queensland,3,Brisbane (C),31000,Chapel Hill,305071127
Queensland,3,Brisbane (C),31000,Chelmer,305031132
Queensland,3,Brisbane (C),31000,Chermside,305071135
Queensland,3,Brisbane (C),31000,Chermside West,305071138
Queensland,3,Brisbane (C),31000,City - Inner,305011143
Queensland,3,Brisbane (C),31000,City - Remainder,305011146
Queensland,3,Brisbane (C),31000,Clayfield,305031151
Queensland,3,Brisbane (C),31000,Coopers Plains,305111154
Queensland,3,Brisbane (C),31000,Coorparoo,305091157
Queensland,3,Brisbane (C),31000,Corinda,305031162
Queensland,3,Brisbane (C),31000,Darra-Sumner,305071167
Queensland,3,Brisbane (C),31000,Deagon,305071173
Queensland,3,Brisbane (C),31000,Doolandella-Forest Lake,305071176
Queensland,3,Brisbane (C),31000,Durack,305071184
Queensland,3,Brisbane (C),31000,Dutton Park,305011187
Queensland,3,Brisbane (C),31000,East Brisbane,305091195
Queensland,3,Brisbane (C),31000,Eight Mile Plains,305111198
Queensland,3,Brisbane (C),31000,Ellen Grove,305071203
Queensland,3,Brisbane (C),31000,Enoggera,305031206
Queensland,3,Brisbane (C),31000,Everton Park,305071211
Queensland,3,Brisbane (C),31000,Fairfield,305091214
Queensland,3,Brisbane (C),31000,Ferny Grove,305071217
Queensland,3,Brisbane (C),31000,Fig Tree Pocket,305071222
Queensland,3,Brisbane (C),31000,Fortitude Valley,305011227
Queensland,3,Brisbane (C),31000,Geebung,305071236
Queensland,3,Brisbane (C),31000,Graceville,305031241
Queensland,3,Brisbane (C),31000,Grange,305031244
Queensland,3,Brisbane (C),31000,Greenslopes,305091247
Queensland,3,Brisbane (C),31000,Gumdale-Ransome,305111251
Queensland,3,Brisbane (C),31000,Hamilton,305031255
Queensland,3,Brisbane (C),31000,Hawthorne,305091258
Queensland,3,Brisbane (C),31000,Hemmant-Lytton,305111265
Queensland,3,Brisbane (C),31000,Hendra,305031271
Queensland,3,Brisbane (C),31000,Herston,305011274
Queensland,3,Brisbane (C),31000,Highgate Hill,305011277
Queensland,3,Brisbane (C),31000,Holland Park,305091282
Queensland,3,Brisbane (C),31000,Holland Park West,305091285
Queensland,3,Brisbane (C),31000,Inala,305071288
Queensland,3,Brisbane (C),31000,Indooroopilly,305031293
Queensland,3,Brisbane (C),31000,Jamboree Heights,305071296
Queensland,3,Brisbane (C),31000,Jindalee,305071301
Queensland,3,Brisbane (C),31000,Kangaroo Point,305011304
Queensland,3,Brisbane (C),31000,Karana Downs-Lake Manchester,305071306
Queensland,3,Brisbane (C),31000,Kedron,305031312
Queensland,3,Brisbane (C),31000,Kelvin Grove,305011315
Queensland,3,Brisbane (C),31000,Kenmore,305071318
Queensland,3,Brisbane (C),31000,Kenmore Hills,305071323
Queensland,3,Brisbane (C),31000,Keperra,305071326
Queensland,3,Brisbane (C),31000,Kuraby,305111331
Queensland,3,Brisbane (C),31000,Lota,305111337
Queensland,3,Brisbane (C),31000,Lutwyche,305031345
Queensland,3,Brisbane (C),31000,MacGregor,305111356
Queensland,3,Brisbane (C),31000,Manly,305111364
Queensland,3,Brisbane (C),31000,Manly West,305111367
Queensland,3,Brisbane (C),31000,Mansfield,305111372
Queensland,3,Brisbane (C),31000,McDowall,305071353
Queensland,3,Brisbane (C),31000,Middle Park,305071375
Queensland,3,Brisbane (C),31000,Milton,305011378
Queensland,3,Brisbane (C),31000,Mitchelton,305071383
Queensland,3,Brisbane (C),31000,Moggill,305071386
Queensland,3,Brisbane (C),31000,Moorooka,305091391
Queensland,3,Brisbane (C),31000,Moreton Island,305111394
Queensland,3,Brisbane (C),31000,Morningside,305091397
Queensland,3,Brisbane (C),31000,Mount Gravatt,305111402
Queensland,3,Brisbane (C),31000,Mount Gravatt East,305111405
Queensland,3,Brisbane (C),31000,Mount Ommaney,305071408
Queensland,3,Brisbane (C),31000,Murarrie,305111413
Queensland,3,Brisbane (C),31000,Nathan,305111416
Queensland,3,Brisbane (C),31000,New Farm,305011421
Queensland,3,Brisbane (C),31000,Newmarket,305031424
Queensland,3,Brisbane (C),31000,Newstead,305011427
Queensland,3,Brisbane (C),31000,Norman Park,305091432
Queensland,3,Brisbane (C),31000,Northgate,305071435
Queensland,3,Brisbane (C),31000,Nudgee,305071442
Queensland,3,Brisbane (C),31000,Nundah,305031446
Queensland,3,Brisbane (C),31000,Oxley,305071451
Queensland,3,Brisbane (C),31000,Paddington,305011454
Queensland,3,Brisbane (C),31000,Pallara-Heathwood-Larapinta,305111456
Queensland,3,Brisbane (C),31000,Parkinson-Drewvale,305111463
Queensland,3,Brisbane (C),31000,Pinjarra Hills,305071465
Queensland,3,Brisbane (C),31000,Pinkenba-Eagle Farm,305071467
Queensland,3,Brisbane (C),31000,Pullenvale,305071473
Queensland,3,Brisbane (C),31000,Red Hill,305011481
Queensland,3,Brisbane (C),31000,Richlands,305071484
Queensland,3,Brisbane (C),31000,Riverhills,305071487
Queensland,3,Brisbane (C),31000,Robertson,305111492
Queensland,3,Brisbane (C),31000,Rochedale,305111495
Queensland,3,Brisbane (C),31000,Rocklea,305111498
Queensland,3,Brisbane (C),31000,Runcorn,305111503
Queensland,3,Brisbane (C),31000,Salisbury,305111511
Queensland,3,Brisbane (C),31000,Sandgate,305071514
Queensland,3,Brisbane (C),31000,Seventeen Mile Rocks,305071517
Queensland,3,Brisbane (C),31000,Sherwood,305031522
Queensland,3,Brisbane (C),31000,South Brisbane,305011525
Queensland,3,Brisbane (C),31000,Spring Hill,305011528
Queensland,3,Brisbane (C),31000,St Lucia,305031506
Queensland,3,Brisbane (C),31000,Stafford,305031533
Queensland,3,Brisbane (C),31000,Stafford Heights,305031536
Queensland,3,Brisbane (C),31000,Stretton-Karawatha,305111541
Queensland,3,Brisbane (C),31000,Sunnybank,305111547
Queensland,3,Brisbane (C),31000,Sunnybank Hills,305111552
Queensland,3,Brisbane (C),31000,Taigum-Fitzgibbon,305071556
Queensland,3,Brisbane (C),31000,Taringa,305031558
Queensland,3,Brisbane (C),31000,Tarragindi,305091563
Queensland,3,Brisbane (C),31000,The Gap,305071567
Queensland,3,Brisbane (C),31000,Tingalpa,305111571
Queensland,3,Brisbane (C),31000,Toowong,305031574
Queensland,3,Brisbane (C),31000,Upper Kedron,305071585
Queensland,3,Brisbane (C),31000,Upper Mount Gravatt,305111588
Queensland,3,Brisbane (C),31000,Virginia,305071593
Queensland,3,Brisbane (C),31000,Wacol,305071596
Queensland,3,Brisbane (C),31000,Wakerley,305111601
Queensland,3,Brisbane (C),31000,Wavell Heights,305071604
Queensland,3,Brisbane (C),31000,West End,305011607
Queensland,3,Brisbane (C),31000,Westlake,305071612
Queensland,3,Brisbane (C),31000,Willawong,305111615
Queensland,3,Brisbane (C),31000,Wilston,305031618
Queensland,3,Brisbane (C),31000,Windsor,305031623
Queensland,3,Brisbane (C),31000,Wishart,305111626
Queensland,3,Brisbane (C),31000,Woolloongabba,305011631
Queensland,3,Brisbane (C),31000,Wooloowin,305031634
Queensland,3,Brisbane (C),31000,Wynnum,305111637
Queensland,3,Brisbane (C),31000,Wynnum West,305111642
Queensland,3,Brisbane (C),31000,Yeerongpilly,305091645
Queensland,3,Brisbane (C),31000,Yeronga,305091648
Queensland,3,Brisbane (C),31000,Zillmere,305071653
Queensland,3,Bulloo (S),31750,Bulloo (S),325051750
Queensland,3,Bundaberg (R),31820,Bundaberg (R) - Bundaberg,315051822
Queensland,3,Bundaberg (R),31820,Bundaberg (R) - Burnett Pt A,315051824
Queensland,3,Bundaberg (R),31820,Bundaberg (R) - Burnett Pt B,315101825
Queensland,3,Bundaberg (R),31820,Bundaberg (R) - Isis,315101827
Queensland,3,Bundaberg (R),31820,Bundaberg (R) - Kolan,315101828
Queensland,3,Burdekin (S),31900,Burdekin (S),345151900
Queensland,3,Burke (S),31950,Burke (S),355051950
Queensland,3,Cairns (R),32070,Cairns (R) - Barron,350052062
Queensland,3,Cairns (R),32070,Cairns (R) - Central Suburbs,350052065
Queensland,3,Cairns (R),32070,Cairns (R) - City,350052066
Queensland,3,Cairns (R),32070,Cairns (R) - Douglas,350102067
Queensland,3,Cairns (R),32070,Cairns (R) - Mt Whitfield,350052068
Queensland,3,Cairns (R),32070,Cairns (R) - Northern Suburbs,350052072
Queensland,3,Cairns (R),32070,Cairns (R) - Pt B,350102078
Queensland,3,Cairns (R),32070,Cairns (R) - Trinity,350052074
Queensland,3,Cairns (R),32070,Cairns (R) - Western Suburbs,350052076
Queensland,3,Carpentaria (S),32250,Carpentaria (S),355052250
Queensland,3,Cassowary Coast (R),32260,Cassowary Coast (R) - Cardwell,350102262
Queensland,3,Cassowary Coast (R),32260,Cassowary Coast (R) - Johnstone,350102264
Queensland,3,Central Highlands (R),32270,Central Highlands (R) - Bauhinia,330152272
Queensland,3,Central Highlands (R),32270,Central Highlands (R) - Duaringa,330152274
Queensland,3,Central Highlands (R),32270,Central Highlands (R) - Emerald,330152276
Queensland,3,Central Highlands (R),32270,Central Highlands (R) - Peak Downs,330152278
Queensland,3,Charters Towers (R),32310,Charters Towers (R) - Charters Towers,345152312
Queensland,3,Charters Towers (R),32310,Charters Towers (R) - Dalrymple,345152314
Queensland,3,Cherbourg (S),32330,Cherbourg (S),315102330
Queensland,3,Cloncurry (S),32450,Cloncurry (S),355052450
Queensland,3,Cook (S),32500,Cook (S),350102500
Queensland,3,Croydon (S),32600,Croydon (S),350102600
Queensland,3,Diamantina (S),32750,Diamantina (S),335052750
Queensland,3,Doomadgee (S),32770,Doomadgee (S),355052770
Queensland,3,Etheridge (S),33100,Etheridge (S),350103100
Queensland,3,Flinders (S),33200,Flinders (S),355053200
Queensland,3,Fraser Coast (R),33220,Fraser Coast (R) - Hervey Bay Pt A,315073222
Queensland,3,Fraser Coast (R),33220,Fraser Coast (R) - Hervey Bay Pt B,315103223
Queensland,3,Fraser Coast (R),33220,Fraser Coast (R) - Maryborough,315103225
Queensland,3,Fraser Coast (R),33220,Fraser Coast (R) - Woocoo-Tiaro,315103227
Queensland,3,Gladstone (R),33360,Gladstone (R) - Calliope Pt A,330103362
Queensland,3,Gladstone (R),33360,Gladstone (R) - Calliope Pt B,330153364
Queensland,3,Gladstone (R),33360,Gladstone (R) - Gladstone,330103366
Queensland,3,Gladstone (R),33360,Gladstone (R) - Miriam Vale,330153368
Queensland,3,Gold Coast (C),33430,Ashmore-Benowa,307153502
Queensland,3,Gold Coast (C),33430,Biggera Waters-Labrador,307103508
Queensland,3,Gold Coast (C),33430,Bilinga-Tugun,307103511
Queensland,3,Gold Coast (C),33430,Broadbeach Waters,307103515
Queensland,3,Gold Coast (C),33430,Broadbeach-Mermaid Beach,307103514
Queensland,3,Gold Coast (C),33430,Bundall,307103517
Queensland,3,Gold Coast (C),33430,Burleigh Heads,307103521
Queensland,3,Gold Coast (C),33430,Burleigh Waters,307103523
Queensland,3,Gold Coast (C),33430,Carrara-Merrimac,307153525
Queensland,3,Gold Coast (C),33430,Coolangatta,307103527
Queensland,3,Gold Coast (C),33430,Coombabah,307153531
Queensland,3,Gold Coast (C),33430,Currumbin,307103533
Queensland,3,Gold Coast (C),33430,Currumbin Valley-Tallebudgera,307153534
Queensland,3,Gold Coast (C),33430,Currumbin Waters,307153535
Queensland,3,Gold Coast (C),33430,Elanora,307153537
Queensland,3,Gold Coast (C),33430,Guanaba-Springbrook,307203538
Queensland,3,Gold Coast (C),33430,Helensvale,307153543
Queensland,3,Gold Coast (C),33430,Hope Island,307153547
Queensland,3,Gold Coast (C),33430,Jacobs Well-Alberton,307153552
Queensland,3,Gold Coast (C),33430,Kingsholme-Upper Coomera,307153556
Queensland,3,Gold Coast (C),33430,Main Beach-South Stradbroke,307103555
Queensland,3,Gold Coast (C),33430,Mermaid Wtrs-Clear Is. Wtrs,307103562
Queensland,3,Gold Coast (C),33430,Miami,307103563
Queensland,3,Gold Coast (C),33430,Molendinar,307153564
Queensland,3,Gold Coast (C),33430,Mudgeeraba-Reedy Creek,307153566
Queensland,3,Gold Coast (C),33430,Nerang,307153567
Queensland,3,Gold Coast (C),33430,Ormeau-Yatala,307153574
Queensland,3,Gold Coast (C),33430,Oxenford-Maudsland,307153568
Queensland,3,Gold Coast (C),33430,Pacific Pines-Gaven,307153572
Queensland,3,Gold Coast (C),33430,Palm Beach,307103573
Queensland,3,Gold Coast (C),33430,Paradise Point-Runaway Bay,307103576
Queensland,3,Gold Coast (C),33430,Parkwood-Arundel,307153578
Queensland,3,Gold Coast (C),33430,Pimpama-Coomera,307153581
Queensland,3,Gold Coast (C),33430,Robina,307153582
Queensland,3,Gold Coast (C),33430,Southport,307103585
Queensland,3,Gold Coast (C),33430,Surfers Paradise,307103587
Queensland,3,Gold Coast (C),33430,Varsity Lakes,307153592
Queensland,3,Gold Coast (C),33430,Worongary-Tallai,307153593
Queensland,3,Goondiwindi (R),33610,Goondiwindi (R) - Goondiwindi,320053612
Queensland,3,Goondiwindi (R),33610,Goondiwindi (R) - Inglewood,320053614
Queensland,3,Goondiwindi (R),33610,Goondiwindi (R) - Waggamba,320053616
Queensland,3,Gympie (R),33620,Gympie (R) - Cooloola,315103622
Queensland,3,Gympie (R),33620,Gympie (R) - Gympie,315103624
Queensland,3,Gympie (R),33620,Gympie (R) - Kilkivan,315103626
Queensland,3,Hinchinbrook (S),33800,Hinchinbrook (S),345153800
Queensland,3,Hope Vale (S),33830,Hope Vale (S),350103830
Queensland,3,Ipswich (C),33960,Ipswich (C) - Central,305253962
Queensland,3,Ipswich (C),33960,Ipswich (C) - East,305253965
Queensland,3,Ipswich (C),33960,Ipswich (C) - North,305253966
Queensland,3,Ipswich (C),33960,Ipswich (C) - South-West,305253971
Queensland,3,Ipswich (C),33960,Ipswich (C) - West,305253976
Queensland,3,Isaac (R),33980,Isaac (R) - Belyando,340103982
Queensland,3,Isaac (R),33980,Isaac (R) - Broadsound,340103984
Queensland,3,Isaac (R),33980,Isaac (R) - Nebo,340103986
Queensland,3,Kowanyama (S),34420,Kowanyama (S),350104420
Queensland,3,Lockhart River (S),34570,Lockhart River (S),350104570
Queensland,3,Lockyer Valley (R),34580,Lockyer Valley (R) - Gatton,312104582
Queensland,3,Lockyer Valley (R),34580,Lockyer Valley (R) - Laidley,312104584
Queensland,3,Logan (C),34590,Beenleigh,305304595
Queensland,3,Logan (C),34590,Bethania-Waterford,305304597
Queensland,3,Logan (C),34590,Browns Plains,305304601
Queensland,3,Logan (C),34590,Carbrook-Cornubia,305304603
Queensland,3,Logan (C),34590,Daisy Hill-Priestdale,305304605
Queensland,3,Logan (C),34590,Eagleby,305304606
Queensland,3,Logan (C),34590,Edens Landing-Holmview,305304607
Queensland,3,Logan (C),34590,Greenbank-Boronia Heights,305304608
Queensland,3,Logan (C),34590,Jimboomba-Logan Village,305304611
Queensland,3,Logan (C),34590,Kingston,305304612
Queensland,3,Logan (C),34590,Loganholme,305304615
Queensland,3,Logan (C),34590,Loganlea,305304618
Queensland,3,Logan (C),34590,Marsden,305304623
Queensland,3,Logan (C),34590,Mt Warren Park,305304626
Queensland,3,Logan (C),34590,Park Ridge-Logan Reserve,305304627
Queensland,3,Logan (C),34590,Rochedale South,305304631
Queensland,3,Logan (C),34590,Shailer Park,305304634
Queensland,3,Logan (C),34590,Slacks Creek,305304637
Queensland,3,Logan (C),34590,Springwood,305304642
Queensland,3,Logan (C),34590,Tanah Merah,305304645
Queensland,3,Logan (C),34590,Underwood,305304651
Queensland,3,Logan (C),34590,Waterford West,305304654
Queensland,3,Logan (C),34590,Wolffdene-Bahrs Scrub,305304655
Queensland,3,Logan (C),34590,Woodridge,305304656
Queensland,3,Longreach (R),34710,Longreach (R) - Ilfracombe,335054712
Queensland,3,Longreach (R),34710,Longreach (R) - Isisford,335054714
Queensland,3,Longreach (R),34710,Longreach (R) - Longreach,335054716
Queensland,3,Mackay (R),34770,Mackay (R) - Mackay Pt A,340054772
Queensland,3,Mackay (R),34770,Mackay (R) - Mackay Pt B,340104773
Queensland,3,Mackay (R),34770,Mackay (R) - Mirani,340104775
Queensland,3,Mackay (R),34770,Mackay (R) - Sarina,340104777
Queensland,3,McKinlay (S),34800,McKinlay (S),355054800
Queensland,3,Mapoon (S),34830,Mapoon (S),350104830
Queensland,3,Maranoa (R),34860,Maranoa (R) - Bendemere,325054862
Queensland,3,Maranoa (R),34860,Maranoa (R) - Booringa,325054864
Queensland,3,Maranoa (R),34860,Maranoa (R) - Bungil,325054865
Queensland,3,Maranoa (R),34860,Maranoa (R) - Roma,325054867
Queensland,3,Maranoa (R),34860,Maranoa (R) - Warroo,325054868
Queensland,3,Moreton Bay (R),35010,Albany Creek,305405013
Queensland,3,Moreton Bay (R),35010,Bray Park,305405016
Queensland,3,Moreton Bay (R),35010,Bribie Island,305205019
Queensland,3,Moreton Bay (R),35010,Burpengary-Narangba,305205021
Queensland,3,Moreton Bay (R),35010,Caboolture Central,305205023
Queensland,3,Moreton Bay (R),35010,Caboolture East,305205025
Queensland,3,Moreton Bay (R),35010,Caboolture Hinterland,305205027
Queensland,3,Moreton Bay (R),35010,Caboolture Midwest,305205028
Queensland,3,Moreton Bay (R),35010,Central Pine West,305405033
Queensland,3,Moreton Bay (R),35010,Clontarf,305455035
Queensland,3,Moreton Bay (R),35010,Dakabin-Kallangur-M. Downs,305405037
Queensland,3,Moreton Bay (R),35010,Deception Bay,305205039
Queensland,3,Moreton Bay (R),35010,Griffin-Mango Hill,305405043
Queensland,3,Moreton Bay (R),35010,Hills District,305405047
Queensland,3,Moreton Bay (R),35010,Lawnton,305405051
Queensland,3,Moreton Bay (R),35010,Margate-Woody Point,305455053
Queensland,3,Moreton Bay (R),35010,Morayfield,305205056
Queensland,3,Moreton Bay (R),35010,Moreton Bay (R) Bal,305405068
Queensland,3,Moreton Bay (R),35010,Petrie,305405058
Queensland,3,Moreton Bay (R),35010,Redcliffe-Scarborough,305455063
Queensland,3,Moreton Bay (R),35010,Rothwell-Kippa-Ring,305455065
Queensland,3,Moreton Bay (R),35010,Strathpine-Brendale,305405067
Queensland,3,Mornington (S),35250,Mornington (S),355055250
Queensland,3,Mount Isa (C),35300,Mount Isa (C),355055300
Queensland,3,Murweh (S),35600,Murweh (S),325055600
Queensland,3,Napranum (S),35670,Napranum (S),350105670
Queensland,3,North Burnett (R),35760,North Burnett (R) - Biggenden,315105761
Queensland,3,North Burnett (R),35760,North Burnett (R) - Eidsvold,315105762
Queensland,3,North Burnett (R),35760,North Burnett (R) - Gayndah,315105763
Queensland,3,North Burnett (R),35760,North Burnett (R) - Monto,315105764
Queensland,3,North Burnett (R),35760,North Burnett (R) - Mundubbera,315105765
Queensland,3,North Burnett (R),35760,North Burnett (R) - Perry,315105766
Queensland,3,Northern Peninsula Area (R),35780,Northern Peninsula Area (R) - Bamaga,350105781
Queensland,3,Northern Peninsula Area (R),35780,Northern Peninsula Area (R) - Injinoo,350105783
Queensland,3,Northern Peninsula Area (R),35780,Northern Peninsula Area (R) - New Mapoon,350105784
Queensland,3,Northern Peninsula Area (R),35780,Northern Peninsula Area (R) - Seisia,350105786
Queensland,3,Northern Peninsula Area (R),35780,Northern Peninsula Area (R) - Umagico,350105788
Queensland,3,Palm Island (S),35790,Palm Island (S),345155790
Queensland,3,Paroo (S),35800,Paroo (S),325055800
Queensland,3,Pormpuraaw (S),36070,Pormpuraaw (S),350106070
Queensland,3,Quilpie (S),36150,Quilpie (S),325056150
Queensland,3,Redland (C),36250,Alexandra Hills,305506251
Queensland,3,Redland (C),36250,Birkdale,305506254
Queensland,3,Redland (C),36250,Capalaba,305506257
Queensland,3,Redland (C),36250,Cleveland,305506262
Queensland,3,Redland (C),36250,Ormiston,305506264
Queensland,3,Redland (C),36250,Redland (C) Bal,305506283
Queensland,3,Redland (C),36250,Redland Bay,305506265
Queensland,3,Redland (C),36250,Sheldon-Mt Cotton,305506267
Queensland,3,Redland (C),36250,Thorneside,305506268
Queensland,3,Redland (C),36250,Thornlands,305506271
Queensland,3,Redland (C),36250,Victoria Point,305506273
Queensland,3,Redland (C),36250,Wellington Point,305506276
Queensland,3,Richmond (S),36300,Richmond (S),355056300
Queensland,3,Rockhampton (R),36360,Rockhampton (R) - Fitzroy Pt A,330056362
Queensland,3,Rockhampton (R),36360,Rockhampton (R) - Fitzroy Pt B,330156363
Queensland,3,Rockhampton (R),36360,Rockhampton (R) - Livingstone Pt A,330056365
Queensland,3,Rockhampton (R),36360,Rockhampton (R) - Livingstone Pt B,330156366
Queensland,3,Rockhampton (R),36360,Rockhampton (R) - Mount Morgan,330156367
Queensland,3,Rockhampton (R),36360,Rockhampton (R) - Rockhampton,330056368
Queensland,3,Scenic Rim (R),36510,Scenic Rim (R) - Beaudesert,312106512
Queensland,3,Scenic Rim (R),36510,Scenic Rim (R) - Boonah,312106514
Queensland,3,Scenic Rim (R),36510,Scenic Rim (R) - Tamborine-Canungra,312106516
Queensland,3,Somerset (R),36580,Somerset (R) - Esk,312056582
Queensland,3,Somerset (R),36580,Somerset (R) - Kilcoy,312056584
Queensland,3,South Burnett (R),36630,South Burnett (R) - Kingaroy,315106632
Queensland,3,South Burnett (R),36630,South Burnett (R) - Murgon,315106634
Queensland,3,South Burnett (R),36630,South Burnett (R) - Nanango,315106636
Queensland,3,South Burnett (R),36630,South Burnett (R) - Wondai,315106638
Queensland,3,Southern Downs (R),36660,Southern Downs (R) - Allora,320056662
Queensland,3,Southern Downs (R),36660,Southern Downs (R) - Killarney,320056665
Queensland,3,Southern Downs (R),36660,Southern Downs (R) - Stanthorpe,320056666
Queensland,3,Southern Downs (R),36660,Southern Downs (R) - Warwick,320056667
Queensland,3,Southern Downs (R),36660,Southern Downs (R) - West,320056668
Queensland,3,Sunshine Coast (R),36710,Buderim,309056713
Queensland,3,Sunshine Coast (R),36710,Caloundra Hinterland,309106716
Queensland,3,Sunshine Coast (R),36710,Caloundra North,309056718
Queensland,3,Sunshine Coast (R),36710,Caloundra South,309056721
Queensland,3,Sunshine Coast (R),36710,Coolum-Mudjimba,309056723
Queensland,3,Sunshine Coast (R),36710,Glass House Country,309106725
Queensland,3,Sunshine Coast (R),36710,Kawana,309056728
Queensland,3,Sunshine Coast (R),36710,Maroochy Hinterland,309106733
Queensland,3,Sunshine Coast (R),36710,Maroochydore,309056738
Queensland,3,Sunshine Coast (R),36710,Mooloolaba,309056744
Queensland,3,Sunshine Coast (R),36710,Nambour,309056748
Queensland,3,Sunshine Coast (R),36710,Noosa Hinterland,309106753
Queensland,3,Sunshine Coast (R),36710,Noosa-Noosaville,309056755
Queensland,3,Sunshine Coast (R),36710,Paynter-Petrie Creek,309056761
Queensland,3,Sunshine Coast (R),36710,Sunshine-Peregian,309056763
Queensland,3,Sunshine Coast (R),36710,Tewantin,309056772
Queensland,3,Tablelands (R),36810,Tablelands (R) - Atherton,350106812
Queensland,3,Tablelands (R),36810,Tablelands (R) - Eacham,350106814
Queensland,3,Tablelands (R),36810,Tablelands (R) - Herberton,350106816
Queensland,3,Tablelands (R),36810,Tablelands (R) - Mareeba,350106818
Queensland,3,Toowoomba (R),36910,Cambooya,320016912
Queensland,3,Toowoomba (R),36910,Clifton,320056914
Queensland,3,Toowoomba (R),36910,Crow's Nest,320056916
Queensland,3,Toowoomba (R),36910,Gowrie,320016921
Queensland,3,Toowoomba (R),36910,Greenmount,320056923
Queensland,3,Toowoomba (R),36910,Highfields,320016926
Queensland,3,Toowoomba (R),36910,Jondaryan,320056928
Queensland,3,Toowoomba (R),36910,Millmerran,320056931
Queensland,3,Toowoomba (R),36910,Pittsworth,320056933
Queensland,3,Toowoomba (R),36910,Rosalie,320056935
Queensland,3,Toowoomba (R),36910,Toowoomba Central,320016937
Queensland,3,Toowoomba (R),36910,Toowoomba North-East,320016941
Queensland,3,Toowoomba (R),36910,Toowoomba North-West,320016943
Queensland,3,Toowoomba (R),36910,Toowoomba South-East,320016945
