setting,case_age,contact_age,case_age_5y,contact_age_5y,probability
household_visitor,88,84,80+,80+,0.46855946709161367
household_visitor,88,85,80+,80+,0.46855946709161367
household_visitor,88,86,80+,80+,0.46855946709161367
household_visitor,88,87,80+,80+,0.46855946709161367
household_visitor,88,88,80+,80+,0.46855946709161367
household_visitor,88,89,80+,80+,0.46855946709161367
household_visitor,88,90,80+,80+,0.46855946709161367
household_visitor,88,91,80+,80+,0.46855946709161367
household_visitor,88,92,80+,80+,0.46855946709161367
household_visitor,88,93,80+,80+,0.46855946709161367
household_visitor,88,94,80+,80+,0.46855946709161367
household_visitor,88,95,80+,80+,0.46855946709161367
household_visitor,88,96,80+,80+,0.46855946709161367
household_visitor,88,97,80+,80+,0.46855946709161367
household_visitor,88,98,80+,80+,0.46855946709161367
household_visitor,88,99,80+,80+,0.46855946709161367
household_visitor,88,100,80+,80+,0.46855946709161367
household_visitor,89,0,80+,0-4,0.296688859073076
household_visitor,89,1,80+,0-4,0.296688859073076
household_visitor,89,2,80+,0-4,0.296688859073076
household_visitor,89,3,80+,0-4,0.296688859073076
household_visitor,89,4,80+,0-4,0.296688859073076
household_visitor,89,5,80+,5-9,0.2976280819877798
household_visitor,89,6,80+,5-9,0.3019788537167372
household_visitor,89,7,80+,5-9,0.3055944763532547
household_visitor,89,8,80+,5-9,0.31060210149353296
household_visitor,89,9,80+,5-9,0.3157457650963669
household_visitor,89,10,80+,10-14,0.32129110364244434
household_visitor,89,11,80+,10-14,0.3254815327604133
household_visitor,89,12,80+,10-14,0.3291423067473972
household_visitor,89,13,80+,10-14,0.33214486515807645
household_visitor,89,14,80+,10-14,0.337101003615579
household_visitor,89,15,80+,15-19,0.34164807654478196
household_visitor,89,16,80+,15-19,0.34449050325564606
household_visitor,89,17,80+,15-19,0.344712682143002
household_visitor,89,18,80+,15-19,0.3472677393475951
household_visitor,89,19,80+,15-19,0.3472677393475951
household_visitor,89,20,80+,20-24,0.3472677393475951
household_visitor,89,21,80+,20-24,0.34730811346169943
household_visitor,89,22,80+,20-24,0.3472677393475951
household_visitor,89,23,80+,20-24,0.34705410580206053
household_visitor,89,24,80+,20-24,0.34449050325564606
household_visitor,89,25,80+,25-29,0.3442880512107127
household_visitor,89,26,80+,25-29,0.3417533516081473
household_visitor,89,27,80+,25-29,0.33840576040704456
household_visitor,89,28,80+,25-29,0.3335166492689721
household_visitor,89,29,80+,25-29,0.3291887742199412
household_visitor,89,30,80+,30-34,0.3256862101354869
household_visitor,89,31,80+,30-34,0.32270029883120194
household_visitor,89,32,80+,30-34,0.3178960349584227
household_visitor,89,33,80+,30-34,0.31335763767100727
household_visitor,89,34,80+,30-34,0.31043652201922617
household_visitor,89,35,80+,35-39,0.30768356227023735
household_visitor,89,36,80+,35-39,0.3046564831488549
household_visitor,89,37,80+,35-39,0.30270146862441094
household_visitor,89,38,80+,35-39,0.30239553275901015
household_visitor,89,39,80+,35-39,0.30239553275901015
household_visitor,89,40,80+,40-44,0.30239553275901015
household_visitor,89,41,80+,40-44,0.30239553275901015
household_visitor,89,42,80+,40-44,0.3029212927625172
household_visitor,89,43,80+,40-44,0.3052531943471968
household_visitor,89,44,80+,40-44,0.30830716033233796
household_visitor,89,45,80+,45-49,0.3109285614933395
household_visitor,89,46,80+,45-49,0.3141587702089532
household_visitor,89,47,80+,45-49,0.318286093949934
household_visitor,89,48,80+,45-49,0.3221152629894192
household_visitor,89,49,80+,45-49,0.32627576089728005
household_visitor,89,50,80+,50-54,0.3316208058169796
household_visitor,89,51,80+,50-54,0.3375348294261505
household_visitor,89,52,80+,50-54,0.34372046244188176
household_visitor,89,53,80+,50-54,0.34799433416851405
household_visitor,89,54,80+,50-54,0.3528041155027941
household_visitor,89,55,80+,55-59,0.3586403060814692
household_visitor,89,56,80+,55-59,0.36623607260683816
household_visitor,89,57,80+,55-59,0.37351205155925526
household_visitor,89,58,80+,55-59,0.37967312804874803
household_visitor,89,59,80+,55-59,0.3866403996990467
household_visitor,89,60,80+,60-64,0.3921704807844575
household_visitor,89,61,80+,60-64,0.3999207706836962
household_visitor,89,62,80+,60-64,0.405841994349574
household_visitor,89,63,80+,60-64,0.4135571525647767
household_visitor,89,64,80+,60-64,0.4230168689728907
household_visitor,89,65,80+,65-69,0.43133211312968545
household_visitor,89,66,80+,65-69,0.4372277061760298
household_visitor,89,67,80+,65-69,0.4448490134075455
household_visitor,89,68,80+,65-69,0.45460486416940304
household_visitor,89,69,80+,65-69,0.4613083976481506
household_visitor,89,70,80+,70-74,0.46855946709161367
household_visitor,89,71,80+,70-74,0.46855946709161367
household_visitor,89,72,80+,70-74,0.46855946709161367
household_visitor,89,73,80+,70-74,0.46855946709161367
household_visitor,89,74,80+,70-74,0.46855946709161367
household_visitor,89,75,80+,75-79,0.46855946709161367
household_visitor,89,76,80+,75-79,0.46855946709161367
household_visitor,89,77,80+,75-79,0.46855946709161367
household_visitor,89,78,80+,75-79,0.46855946709161367
household_visitor,89,79,80+,75-79,0.46855946709161367
household_visitor,89,80,80+,80+,0.46855946709161367
household_visitor,89,81,80+,80+,0.46855946709161367
household_visitor,89,82,80+,80+,0.46855946709161367
household_visitor,89,83,80+,80+,0.46855946709161367
household_visitor,89,84,80+,80+,0.46855946709161367
household_visitor,89,85,80+,80+,0.46855946709161367
household_visitor,89,86,80+,80+,0.46855946709161367
household_visitor,89,87,80+,80+,0.46855946709161367
household_visitor,89,88,80+,80+,0.46855946709161367
household_visitor,89,89,80+,80+,0.46855946709161367
household_visitor,89,90,80+,80+,0.46855946709161367
household_visitor,89,91,80+,80+,0.46855946709161367
household_visitor,89,92,80+,80+,0.46855946709161367
household_visitor,89,93,80+,80+,0.46855946709161367
household_visitor,89,94,80+,80+,0.46855946709161367
household_visitor,89,95,80+,80+,0.46855946709161367
household_visitor,89,96,80+,80+,0.46855946709161367
household_visitor,89,97,80+,80+,0.46855946709161367
household_visitor,89,98,80+,80+,0.46855946709161367
household_visitor,89,99,80+,80+,0.46855946709161367
household_visitor,89,100,80+,80+,0.46855946709161367
household_visitor,90,0,80+,0-4,0.296688859073076
household_visitor,90,1,80+,0-4,0.296688859073076
household_visitor,90,2,80+,0-4,0.296688859073076
household_visitor,90,3,80+,0-4,0.296688859073076
household_visitor,90,4,80+,0-4,0.296688859073076
household_visitor,90,5,80+,5-9,0.2976280819877798
household_visitor,90,6,80+,5-9,0.3019788537167372
household_visitor,90,7,80+,5-9,0.3055944763532547
household_visitor,90,8,80+,5-9,0.31060210149353296
household_visitor,90,9,80+,5-9,0.3157457650963669
household_visitor,90,10,80+,10-14,0.32129110364244434
household_visitor,90,11,80+,10-14,0.3254815327604133
household_visitor,90,12,80+,10-14,0.3291423067473972
household_visitor,90,13,80+,10-14,0.33214486515807645
household_visitor,90,14,80+,10-14,0.337101003615579
household_visitor,90,15,80+,15-19,0.34164807654478196
household_visitor,90,16,80+,15-19,0.34449050325564606
household_visitor,90,17,80+,15-19,0.344712682143002
household_visitor,90,18,80+,15-19,0.3472677393475951
household_visitor,90,19,80+,15-19,0.3472677393475951
household_visitor,90,20,80+,20-24,0.3472677393475951
household_visitor,90,21,80+,20-24,0.34730811346169943
household_visitor,90,22,80+,20-24,0.3472677393475951
household_visitor,90,23,80+,20-24,0.34705410580206053
household_visitor,90,24,80+,20-24,0.34449050325564606
household_visitor,90,25,80+,25-29,0.3442880512107127
household_visitor,90,26,80+,25-29,0.3417533516081473
household_visitor,90,27,80+,25-29,0.33840576040704456
household_visitor,90,28,80+,25-29,0.3335166492689721
household_visitor,90,29,80+,25-29,0.3291887742199412
household_visitor,90,30,80+,30-34,0.3256862101354869
household_visitor,90,31,80+,30-34,0.32270029883120194
household_visitor,90,32,80+,30-34,0.3178960349584227
household_visitor,90,33,80+,30-34,0.31335763767100727
household_visitor,90,34,80+,30-34,0.31043652201922617
household_visitor,90,35,80+,35-39,0.30768356227023735
household_visitor,90,36,80+,35-39,0.3046564831488549
household_visitor,90,37,80+,35-39,0.30270146862441094
household_visitor,90,38,80+,35-39,0.30239553275901015
household_visitor,90,39,80+,35-39,0.30239553275901015
household_visitor,90,40,80+,40-44,0.30239553275901015
household_visitor,90,41,80+,40-44,0.30239553275901015
household_visitor,90,42,80+,40-44,0.3029212927625172
household_visitor,90,43,80+,40-44,0.3052531943471968
household_visitor,90,44,80+,40-44,0.30830716033233796
household_visitor,90,45,80+,45-49,0.3109285614933395
household_visitor,90,46,80+,45-49,0.3141587702089532
household_visitor,90,47,80+,45-49,0.318286093949934
household_visitor,90,48,80+,45-49,0.3221152629894192
household_visitor,90,49,80+,45-49,0.32627576089728005
household_visitor,90,50,80+,50-54,0.3316208058169796
household_visitor,90,51,80+,50-54,0.3375348294261505
household_visitor,90,52,80+,50-54,0.34372046244188176
household_visitor,90,53,80+,50-54,0.34799433416851405
household_visitor,90,54,80+,50-54,0.3528041155027941
household_visitor,90,55,80+,55-59,0.3586403060814692
household_visitor,90,56,80+,55-59,0.36623607260683816
household_visitor,90,57,80+,55-59,0.37351205155925526
household_visitor,90,58,80+,55-59,0.37967312804874803
household_visitor,90,59,80+,55-59,0.3866403996990467
household_visitor,90,60,80+,60-64,0.3921704807844575
household_visitor,90,61,80+,60-64,0.3999207706836962
household_visitor,90,62,80+,60-64,0.405841994349574
household_visitor,90,63,80+,60-64,0.4135571525647767
household_visitor,90,64,80+,60-64,0.4230168689728907
household_visitor,90,65,80+,65-69,0.43133211312968545
household_visitor,90,66,80+,65-69,0.4372277061760298
household_visitor,90,67,80+,65-69,0.4448490134075455
household_visitor,90,68,80+,65-69,0.45460486416940304
household_visitor,90,69,80+,65-69,0.4613083976481506
household_visitor,90,70,80+,70-74,0.46855946709161367
household_visitor,90,71,80+,70-74,0.46855946709161367
household_visitor,90,72,80+,70-74,0.46855946709161367
household_visitor,90,73,80+,70-74,0.46855946709161367
household_visitor,90,74,80+,70-74,0.46855946709161367
household_visitor,90,75,80+,75-79,0.46855946709161367
household_visitor,90,76,80+,75-79,0.46855946709161367
household_visitor,90,77,80+,75-79,0.46855946709161367
household_visitor,90,78,80+,75-79,0.46855946709161367
household_visitor,90,79,80+,75-79,0.46855946709161367
household_visitor,90,80,80+,80+,0.46855946709161367
household_visitor,90,81,80+,80+,0.46855946709161367
household_visitor,90,82,80+,80+,0.46855946709161367
household_visitor,90,83,80+,80+,0.46855946709161367
household_visitor,90,84,80+,80+,0.46855946709161367
household_visitor,90,85,80+,80+,0.46855946709161367
household_visitor,90,86,80+,80+,0.46855946709161367
household_visitor,90,87,80+,80+,0.46855946709161367
household_visitor,90,88,80+,80+,0.46855946709161367
household_visitor,90,89,80+,80+,0.46855946709161367
household_visitor,90,90,80+,80+,0.46855946709161367
household_visitor,90,91,80+,80+,0.46855946709161367
household_visitor,90,92,80+,80+,0.46855946709161367
household_visitor,90,93,80+,80+,0.46855946709161367
household_visitor,90,94,80+,80+,0.46855946709161367
household_visitor,90,95,80+,80+,0.46855946709161367
household_visitor,90,96,80+,80+,0.46855946709161367
household_visitor,90,97,80+,80+,0.46855946709161367
household_visitor,90,98,80+,80+,0.46855946709161367
household_visitor,90,99,80+,80+,0.46855946709161367
household_visitor,90,100,80+,80+,0.46855946709161367
household_visitor,91,0,80+,0-4,0.296688859073076
household_visitor,91,1,80+,0-4,0.296688859073076
household_visitor,91,2,80+,0-4,0.296688859073076
household_visitor,91,3,80+,0-4,0.296688859073076
household_visitor,91,4,80+,0-4,0.296688859073076
household_visitor,91,5,80+,5-9,0.2976280819877798
household_visitor,91,6,80+,5-9,0.3019788537167372
household_visitor,91,7,80+,5-9,0.3055944763532547
household_visitor,91,8,80+,5-9,0.31060210149353296
household_visitor,91,9,80+,5-9,0.3157457650963669
household_visitor,91,10,80+,10-14,0.32129110364244434
household_visitor,91,11,80+,10-14,0.3254815327604133
household_visitor,91,12,80+,10-14,0.3291423067473972
household_visitor,91,13,80+,10-14,0.33214486515807645
household_visitor,91,14,80+,10-14,0.337101003615579
household_visitor,91,15,80+,15-19,0.34164807654478196
household_visitor,91,16,80+,15-19,0.34449050325564606
household_visitor,91,17,80+,15-19,0.344712682143002
household_visitor,91,18,80+,15-19,0.3472677393475951
household_visitor,91,19,80+,15-19,0.3472677393475951
household_visitor,91,20,80+,20-24,0.3472677393475951
household_visitor,91,21,80+,20-24,0.34730811346169943
household_visitor,91,22,80+,20-24,0.3472677393475951
household_visitor,91,23,80+,20-24,0.34705410580206053
household_visitor,91,24,80+,20-24,0.34449050325564606
household_visitor,91,25,80+,25-29,0.3442880512107127
household_visitor,91,26,80+,25-29,0.3417533516081473
household_visitor,91,27,80+,25-29,0.33840576040704456
household_visitor,91,28,80+,25-29,0.3335166492689721
household_visitor,91,29,80+,25-29,0.3291887742199412
household_visitor,91,30,80+,30-34,0.3256862101354869
household_visitor,91,31,80+,30-34,0.32270029883120194
household_visitor,91,32,80+,30-34,0.3178960349584227
household_visitor,91,33,80+,30-34,0.31335763767100727
household_visitor,91,34,80+,30-34,0.31043652201922617
household_visitor,91,35,80+,35-39,0.30768356227023735
household_visitor,91,36,80+,35-39,0.3046564831488549
household_visitor,91,37,80+,35-39,0.30270146862441094
household_visitor,91,38,80+,35-39,0.30239553275901015
household_visitor,91,39,80+,35-39,0.30239553275901015
household_visitor,91,40,80+,40-44,0.30239553275901015
household_visitor,91,41,80+,40-44,0.30239553275901015
household_visitor,91,42,80+,40-44,0.3029212927625172
household_visitor,91,43,80+,40-44,0.3052531943471968
household_visitor,91,44,80+,40-44,0.30830716033233796
household_visitor,91,45,80+,45-49,0.3109285614933395
household_visitor,91,46,80+,45-49,0.3141587702089532
household_visitor,91,47,80+,45-49,0.318286093949934
household_visitor,91,48,80+,45-49,0.3221152629894192
household_visitor,91,49,80+,45-49,0.32627576089728005
household_visitor,91,50,80+,50-54,0.3316208058169796
household_visitor,91,51,80+,50-54,0.3375348294261505
household_visitor,91,52,80+,50-54,0.34372046244188176
household_visitor,91,53,80+,50-54,0.34799433416851405
household_visitor,91,54,80+,50-54,0.3528041155027941
household_visitor,91,55,80+,55-59,0.3586403060814692
household_visitor,91,56,80+,55-59,0.36623607260683816
household_visitor,91,57,80+,55-59,0.37351205155925526
household_visitor,91,58,80+,55-59,0.37967312804874803
household_visitor,91,59,80+,55-59,0.3866403996990467
household_visitor,91,60,80+,60-64,0.3921704807844575
household_visitor,91,61,80+,60-64,0.3999207706836962
household_visitor,91,62,80+,60-64,0.405841994349574
household_visitor,91,63,80+,60-64,0.4135571525647767
household_visitor,91,64,80+,60-64,0.4230168689728907
household_visitor,91,65,80+,65-69,0.43133211312968545
household_visitor,91,66,80+,65-69,0.4372277061760298
household_visitor,91,67,80+,65-69,0.4448490134075455
household_visitor,91,68,80+,65-69,0.45460486416940304
household_visitor,91,69,80+,65-69,0.4613083976481506
household_visitor,91,70,80+,70-74,0.46855946709161367
household_visitor,91,71,80+,70-74,0.46855946709161367
household_visitor,91,72,80+,70-74,0.46855946709161367
household_visitor,91,73,80+,70-74,0.46855946709161367
household_visitor,91,74,80+,70-74,0.46855946709161367
household_visitor,91,75,80+,75-79,0.46855946709161367
household_visitor,91,76,80+,75-79,0.46855946709161367
household_visitor,91,77,80+,75-79,0.46855946709161367
household_visitor,91,78,80+,75-79,0.46855946709161367
household_visitor,91,79,80+,75-79,0.46855946709161367
household_visitor,91,80,80+,80+,0.46855946709161367
household_visitor,91,81,80+,80+,0.46855946709161367
household_visitor,91,82,80+,80+,0.46855946709161367
household_visitor,91,83,80+,80+,0.46855946709161367
household_visitor,91,84,80+,80+,0.46855946709161367
household_visitor,91,85,80+,80+,0.46855946709161367
household_visitor,91,86,80+,80+,0.46855946709161367
household_visitor,91,87,80+,80+,0.46855946709161367
household_visitor,91,88,80+,80+,0.46855946709161367
household_visitor,91,89,80+,80+,0.46855946709161367
household_visitor,91,90,80+,80+,0.46855946709161367
household_visitor,91,91,80+,80+,0.46855946709161367
household_visitor,91,92,80+,80+,0.46855946709161367
household_visitor,91,93,80+,80+,0.46855946709161367
household_visitor,91,94,80+,80+,0.46855946709161367
household_visitor,91,95,80+,80+,0.46855946709161367
household_visitor,91,96,80+,80+,0.46855946709161367
household_visitor,91,97,80+,80+,0.46855946709161367
household_visitor,91,98,80+,80+,0.46855946709161367
household_visitor,91,99,80+,80+,0.46855946709161367
household_visitor,91,100,80+,80+,0.46855946709161367
household_visitor,92,0,80+,0-4,0.296688859073076
household_visitor,92,1,80+,0-4,0.296688859073076
household_visitor,92,2,80+,0-4,0.296688859073076
household_visitor,92,3,80+,0-4,0.296688859073076
household_visitor,92,4,80+,0-4,0.296688859073076
household_visitor,92,5,80+,5-9,0.2976280819877798
household_visitor,92,6,80+,5-9,0.3019788537167372
household_visitor,92,7,80+,5-9,0.3055944763532547
household_visitor,92,8,80+,5-9,0.31060210149353296
household_visitor,92,9,80+,5-9,0.3157457650963669
household_visitor,92,10,80+,10-14,0.32129110364244434
household_visitor,92,11,80+,10-14,0.3254815327604133
household_visitor,92,12,80+,10-14,0.3291423067473972
household_visitor,92,13,80+,10-14,0.33214486515807645
household_visitor,92,14,80+,10-14,0.337101003615579
household_visitor,92,15,80+,15-19,0.34164807654478196
household_visitor,92,16,80+,15-19,0.34449050325564606
household_visitor,92,17,80+,15-19,0.344712682143002
household_visitor,92,18,80+,15-19,0.3472677393475951
household_visitor,92,19,80+,15-19,0.3472677393475951
household_visitor,92,20,80+,20-24,0.3472677393475951
household_visitor,92,21,80+,20-24,0.34730811346169943
household_visitor,92,22,80+,20-24,0.3472677393475951
household_visitor,92,23,80+,20-24,0.34705410580206053
household_visitor,92,24,80+,20-24,0.34449050325564606
household_visitor,92,25,80+,25-29,0.3442880512107127
household_visitor,92,26,80+,25-29,0.3417533516081473
household_visitor,92,27,80+,25-29,0.33840576040704456
household_visitor,92,28,80+,25-29,0.3335166492689721
household_visitor,92,29,80+,25-29,0.3291887742199412
household_visitor,92,30,80+,30-34,0.3256862101354869
household_visitor,92,31,80+,30-34,0.32270029883120194
household_visitor,92,32,80+,30-34,0.3178960349584227
household_visitor,92,33,80+,30-34,0.31335763767100727
household_visitor,92,34,80+,30-34,0.31043652201922617
household_visitor,92,35,80+,35-39,0.30768356227023735
household_visitor,92,36,80+,35-39,0.3046564831488549
household_visitor,92,37,80+,35-39,0.30270146862441094
household_visitor,92,38,80+,35-39,0.30239553275901015
household_visitor,92,39,80+,35-39,0.30239553275901015
household_visitor,92,40,80+,40-44,0.30239553275901015
household_visitor,92,41,80+,40-44,0.30239553275901015
household_visitor,92,42,80+,40-44,0.3029212927625172
household_visitor,92,43,80+,40-44,0.3052531943471968
household_visitor,92,44,80+,40-44,0.30830716033233796
household_visitor,92,45,80+,45-49,0.3109285614933395
household_visitor,92,46,80+,45-49,0.3141587702089532
household_visitor,92,47,80+,45-49,0.318286093949934
household_visitor,92,48,80+,45-49,0.3221152629894192
household_visitor,92,49,80+,45-49,0.32627576089728005
household_visitor,92,50,80+,50-54,0.3316208058169796
household_visitor,92,51,80+,50-54,0.3375348294261505
household_visitor,92,52,80+,50-54,0.34372046244188176
household_visitor,92,53,80+,50-54,0.34799433416851405
household_visitor,92,54,80+,50-54,0.3528041155027941
household_visitor,92,55,80+,55-59,0.3586403060814692
household_visitor,92,56,80+,55-59,0.36623607260683816
household_visitor,92,57,80+,55-59,0.37351205155925526
household_visitor,92,58,80+,55-59,0.37967312804874803
household_visitor,92,59,80+,55-59,0.3866403996990467
household_visitor,92,60,80+,60-64,0.3921704807844575
household_visitor,92,61,80+,60-64,0.3999207706836962
household_visitor,92,62,80+,60-64,0.405841994349574
household_visitor,92,63,80+,60-64,0.4135571525647767
household_visitor,92,64,80+,60-64,0.4230168689728907
household_visitor,92,65,80+,65-69,0.43133211312968545
household_visitor,92,66,80+,65-69,0.4372277061760298
household_visitor,92,67,80+,65-69,0.4448490134075455
household_visitor,92,68,80+,65-69,0.45460486416940304
household_visitor,92,69,80+,65-69,0.4613083976481506
household_visitor,92,70,80+,70-74,0.46855946709161367
household_visitor,92,71,80+,70-74,0.46855946709161367
household_visitor,92,72,80+,70-74,0.46855946709161367
household_visitor,92,73,80+,70-74,0.46855946709161367
household_visitor,92,74,80+,70-74,0.46855946709161367
household_visitor,92,75,80+,75-79,0.46855946709161367
household_visitor,92,76,80+,75-79,0.46855946709161367
household_visitor,92,77,80+,75-79,0.46855946709161367
household_visitor,92,78,80+,75-79,0.46855946709161367
household_visitor,92,79,80+,75-79,0.46855946709161367
household_visitor,92,80,80+,80+,0.46855946709161367
household_visitor,92,81,80+,80+,0.46855946709161367
household_visitor,92,82,80+,80+,0.46855946709161367
household_visitor,92,83,80+,80+,0.46855946709161367
household_visitor,92,84,80+,80+,0.46855946709161367
household_visitor,92,85,80+,80+,0.46855946709161367
household_visitor,92,86,80+,80+,0.46855946709161367
household_visitor,92,87,80+,80+,0.46855946709161367
household_visitor,92,88,80+,80+,0.46855946709161367
household_visitor,92,89,80+,80+,0.46855946709161367
household_visitor,92,90,80+,80+,0.46855946709161367
household_visitor,92,91,80+,80+,0.46855946709161367
household_visitor,92,92,80+,80+,0.46855946709161367
household_visitor,92,93,80+,80+,0.46855946709161367
household_visitor,92,94,80+,80+,0.46855946709161367
household_visitor,92,95,80+,80+,0.46855946709161367
household_visitor,92,96,80+,80+,0.46855946709161367
household_visitor,92,97,80+,80+,0.46855946709161367
household_visitor,92,98,80+,80+,0.46855946709161367
household_visitor,92,99,80+,80+,0.46855946709161367
household_visitor,92,100,80+,80+,0.46855946709161367
household_visitor,93,0,80+,0-4,0.296688859073076
household_visitor,93,1,80+,0-4,0.296688859073076
household_visitor,93,2,80+,0-4,0.296688859073076
household_visitor,93,3,80+,0-4,0.296688859073076
household_visitor,93,4,80+,0-4,0.296688859073076
household_visitor,93,5,80+,5-9,0.2976280819877798
household_visitor,93,6,80+,5-9,0.3019788537167372
household_visitor,93,7,80+,5-9,0.3055944763532547
household_visitor,93,8,80+,5-9,0.31060210149353296
household_visitor,93,9,80+,5-9,0.3157457650963669
household_visitor,93,10,80+,10-14,0.32129110364244434
household_visitor,93,11,80+,10-14,0.3254815327604133
household_visitor,93,12,80+,10-14,0.3291423067473972
household_visitor,93,13,80+,10-14,0.33214486515807645
household_visitor,93,14,80+,10-14,0.337101003615579
household_visitor,93,15,80+,15-19,0.34164807654478196
household_visitor,93,16,80+,15-19,0.34449050325564606
household_visitor,93,17,80+,15-19,0.344712682143002
household_visitor,93,18,80+,15-19,0.3472677393475951
household_visitor,93,19,80+,15-19,0.3472677393475951
household_visitor,93,20,80+,20-24,0.3472677393475951
household_visitor,93,21,80+,20-24,0.34730811346169943
household_visitor,93,22,80+,20-24,0.3472677393475951
household_visitor,93,23,80+,20-24,0.34705410580206053
household_visitor,93,24,80+,20-24,0.34449050325564606
household_visitor,93,25,80+,25-29,0.3442880512107127
household_visitor,93,26,80+,25-29,0.3417533516081473
household_visitor,93,27,80+,25-29,0.33840576040704456
household_visitor,93,28,80+,25-29,0.3335166492689721
household_visitor,93,29,80+,25-29,0.3291887742199412
household_visitor,93,30,80+,30-34,0.3256862101354869
household_visitor,93,31,80+,30-34,0.32270029883120194
household_visitor,93,32,80+,30-34,0.3178960349584227
household_visitor,93,33,80+,30-34,0.31335763767100727
household_visitor,93,34,80+,30-34,0.31043652201922617
household_visitor,93,35,80+,35-39,0.30768356227023735
household_visitor,93,36,80+,35-39,0.3046564831488549
household_visitor,93,37,80+,35-39,0.30270146862441094
household_visitor,93,38,80+,35-39,0.30239553275901015
household_visitor,93,39,80+,35-39,0.30239553275901015
household_visitor,93,40,80+,40-44,0.30239553275901015
household_visitor,93,41,80+,40-44,0.30239553275901015
household_visitor,93,42,80+,40-44,0.3029212927625172
household_visitor,93,43,80+,40-44,0.3052531943471968
household_visitor,93,44,80+,40-44,0.30830716033233796
household_visitor,93,45,80+,45-49,0.3109285614933395
household_visitor,93,46,80+,45-49,0.3141587702089532
household_visitor,93,47,80+,45-49,0.318286093949934
household_visitor,93,48,80+,45-49,0.3221152629894192
household_visitor,93,49,80+,45-49,0.32627576089728005
household_visitor,93,50,80+,50-54,0.3316208058169796
household_visitor,93,51,80+,50-54,0.3375348294261505
household_visitor,93,52,80+,50-54,0.34372046244188176
household_visitor,93,53,80+,50-54,0.34799433416851405
household_visitor,93,54,80+,50-54,0.3528041155027941
household_visitor,93,55,80+,55-59,0.3586403060814692
household_visitor,93,56,80+,55-59,0.36623607260683816
household_visitor,93,57,80+,55-59,0.37351205155925526
household_visitor,93,58,80+,55-59,0.37967312804874803
household_visitor,93,59,80+,55-59,0.3866403996990467
household_visitor,93,60,80+,60-64,0.3921704807844575
household_visitor,93,61,80+,60-64,0.3999207706836962
household_visitor,93,62,80+,60-64,0.405841994349574
household_visitor,93,63,80+,60-64,0.4135571525647767
household_visitor,93,64,80+,60-64,0.4230168689728907
household_visitor,93,65,80+,65-69,0.43133211312968545
household_visitor,93,66,80+,65-69,0.4372277061760298
household_visitor,93,67,80+,65-69,0.4448490134075455
household_visitor,93,68,80+,65-69,0.45460486416940304
household_visitor,93,69,80+,65-69,0.4613083976481506
household_visitor,93,70,80+,70-74,0.46855946709161367
household_visitor,93,71,80+,70-74,0.46855946709161367
household_visitor,93,72,80+,70-74,0.46855946709161367
household_visitor,93,73,80+,70-74,0.46855946709161367
household_visitor,93,74,80+,70-74,0.46855946709161367
household_visitor,93,75,80+,75-79,0.46855946709161367
household_visitor,93,76,80+,75-79,0.46855946709161367
household_visitor,93,77,80+,75-79,0.46855946709161367
household_visitor,93,78,80+,75-79,0.46855946709161367
household_visitor,93,79,80+,75-79,0.46855946709161367
household_visitor,93,80,80+,80+,0.46855946709161367
household_visitor,93,81,80+,80+,0.46855946709161367
household_visitor,93,82,80+,80+,0.46855946709161367
household_visitor,93,83,80+,80+,0.46855946709161367
household_visitor,93,84,80+,80+,0.46855946709161367
household_visitor,93,85,80+,80+,0.46855946709161367
household_visitor,93,86,80+,80+,0.46855946709161367
household_visitor,93,87,80+,80+,0.46855946709161367
household_visitor,93,88,80+,80+,0.46855946709161367
household_visitor,93,89,80+,80+,0.46855946709161367
household_visitor,93,90,80+,80+,0.46855946709161367
household_visitor,93,91,80+,80+,0.46855946709161367
household_visitor,93,92,80+,80+,0.46855946709161367
household_visitor,93,93,80+,80+,0.46855946709161367
household_visitor,93,94,80+,80+,0.46855946709161367
household_visitor,93,95,80+,80+,0.46855946709161367
household_visitor,93,96,80+,80+,0.46855946709161367
household_visitor,93,97,80+,80+,0.46855946709161367
household_visitor,93,98,80+,80+,0.46855946709161367
household_visitor,93,99,80+,80+,0.46855946709161367
household_visitor,93,100,80+,80+,0.46855946709161367
household_visitor,94,0,80+,0-4,0.296688859073076
household_visitor,94,1,80+,0-4,0.296688859073076
household_visitor,94,2,80+,0-4,0.296688859073076
household_visitor,94,3,80+,0-4,0.296688859073076
household_visitor,94,4,80+,0-4,0.296688859073076
household_visitor,94,5,80+,5-9,0.2976280819877798
household_visitor,94,6,80+,5-9,0.3019788537167372
household_visitor,94,7,80+,5-9,0.3055944763532547
household_visitor,94,8,80+,5-9,0.31060210149353296
household_visitor,94,9,80+,5-9,0.3157457650963669
household_visitor,94,10,80+,10-14,0.32129110364244434
household_visitor,94,11,80+,10-14,0.3254815327604133
household_visitor,94,12,80+,10-14,0.3291423067473972
household_visitor,94,13,80+,10-14,0.33214486515807645
household_visitor,94,14,80+,10-14,0.337101003615579
household_visitor,94,15,80+,15-19,0.34164807654478196
household_visitor,94,16,80+,15-19,0.34449050325564606
household_visitor,94,17,80+,15-19,0.344712682143002
household_visitor,94,18,80+,15-19,0.3472677393475951
household_visitor,94,19,80+,15-19,0.3472677393475951
household_visitor,94,20,80+,20-24,0.3472677393475951
household_visitor,94,21,80+,20-24,0.34730811346169943
