setting,case_age,contact_age,case_age_5y,contact_age_5y,probability
household_visitor,34,50,30-34,50-54,0.2547856278894205
household_visitor,34,51,30-34,50-54,0.25205226071291503
household_visitor,34,52,30-34,50-54,0.2510258858993077
household_visitor,34,53,30-34,50-54,0.24891593448266636
household_visitor,34,54,30-34,50-54,0.24827400905556954
household_visitor,34,55,30-34,55-59,0.24800680872854802
household_visitor,34,56,30-34,55-59,0.24666792587138883
household_visitor,34,57,30-34,55-59,0.24648466927960475
household_visitor,34,58,30-34,55-59,0.2466523295657051
household_visitor,34,59,30-34,55-59,0.24798806316883196
household_visitor,34,60,30-34,60-64,0.24827063880493436
household_visitor,34,61,30-34,60-64,0.24875431907309298
household_visitor,34,62,30-34,60-64,0.2505540656259486
household_visitor,34,63,30-34,60-64,0.2511404079607873
household_visitor,34,64,30-34,60-64,0.2515917618232855
household_visitor,34,65,30-34,65-69,0.25399142779279715
household_visitor,34,66,30-34,65-69,0.2563939791308531
household_visitor,34,67,30-34,65-69,0.2587531454283026
household_visitor,34,68,30-34,65-69,0.26074088870972606
household_visitor,34,69,30-34,65-69,0.2616209814013665
household_visitor,34,70,30-34,70-74,0.2637460160715894
household_visitor,34,71,30-34,70-74,0.2637460160715894
household_visitor,34,72,30-34,70-74,0.2637460160715894
household_visitor,34,73,30-34,70-74,0.2637460160715894
household_visitor,34,74,30-34,70-74,0.2637460160715894
household_visitor,34,75,30-34,75-79,0.2637460160715894
household_visitor,34,76,30-34,75-79,0.2637460160715894
household_visitor,34,77,30-34,75-79,0.2637460160715894
household_visitor,34,78,30-34,75-79,0.2637460160715894
household_visitor,34,79,30-34,75-79,0.2637460160715894
household_visitor,34,80,30-34,80+,0.2637460160715894
household_visitor,34,81,30-34,80+,0.2637460160715894
household_visitor,34,82,30-34,80+,0.2637460160715894
household_visitor,34,83,30-34,80+,0.2637460160715894
household_visitor,34,84,30-34,80+,0.2637460160715894
household_visitor,34,85,30-34,80+,0.2637460160715894
household_visitor,34,86,30-34,80+,0.2637460160715894
household_visitor,34,87,30-34,80+,0.2637460160715894
household_visitor,34,88,30-34,80+,0.2637460160715894
household_visitor,34,89,30-34,80+,0.2637460160715894
household_visitor,34,90,30-34,80+,0.2637460160715894
household_visitor,34,91,30-34,80+,0.2637460160715894
household_visitor,34,92,30-34,80+,0.2637460160715894
household_visitor,34,93,30-34,80+,0.2637460160715894
household_visitor,34,94,30-34,80+,0.2637460160715894
household_visitor,34,95,30-34,80+,0.2637460160715894
household_visitor,34,96,30-34,80+,0.2637460160715894
household_visitor,34,97,30-34,80+,0.2637460160715894
household_visitor,34,98,30-34,80+,0.2637460160715894
household_visitor,34,99,30-34,80+,0.2637460160715894
household_visitor,34,100,30-34,80+,0.2637460160715894
household_visitor,35,0,35-39,0-4,0.2260213649334347
household_visitor,35,1,35-39,0-4,0.2260213649334347
household_visitor,35,2,35-39,0-4,0.2260213649334347
household_visitor,35,3,35-39,0-4,0.2260213649334347
household_visitor,35,4,35-39,0-4,0.2260213649334347
household_visitor,35,5,35-39,5-9,0.22815433643898828
household_visitor,35,6,35-39,5-9,0.23731213981707913
household_visitor,35,7,35-39,5-9,0.24526372937185661
household_visitor,35,8,35-39,5-9,0.25683189970461917
household_visitor,35,9,35-39,5-9,0.2661598101958319
household_visitor,35,10,35-39,10-14,0.2775669109295221
household_visitor,35,11,35-39,10-14,0.2900999403200672
household_visitor,35,12,35-39,10-14,0.3002962484709022
household_visitor,35,13,35-39,10-14,0.30938316919159276
household_visitor,35,14,35-39,10-14,0.32118190849420186
household_visitor,35,15,35-39,15-19,0.33049798049921303
household_visitor,35,16,35-39,15-19,0.3416879631379743
household_visitor,35,17,35-39,15-19,0.3480271699467268
household_visitor,35,18,35-39,15-19,0.3548360071378236
household_visitor,35,19,35-39,15-19,0.3615935258640643
household_visitor,35,20,35-39,20-24,0.3703191224374052
household_visitor,35,21,35-39,20-24,0.3756008530877232
household_visitor,35,22,35-39,20-24,0.3786686751915947
household_visitor,35,23,35-39,20-24,0.38116573371025025
household_visitor,35,24,35-39,20-24,0.3814019277626725
household_visitor,35,25,35-39,25-29,0.38092953965782805
household_visitor,35,26,35-39,25-29,0.37846202414128494
household_visitor,35,27,35-39,25-29,0.3758683921500275
household_visitor,35,28,35-39,25-29,0.3723900684736429
household_visitor,35,29,35-39,25-29,0.3670136919826019
household_visitor,35,30,35-39,30-34,0.3598604206292759
household_visitor,35,31,35-39,30-34,0.3539573206669712
household_visitor,35,32,35-39,30-34,0.348026458552223
household_visitor,35,33,35-39,30-34,0.3434524353221049
household_visitor,35,34,35-39,30-34,0.33635306817624316
household_visitor,35,35,35-39,35-39,0.32897920547810916
household_visitor,35,36,35-39,35-39,0.3228450566168345
household_visitor,35,37,35-39,35-39,0.3150934765007135
household_visitor,35,38,35-39,35-39,0.3081439729835674
household_visitor,35,39,35-39,35-39,0.30253589951016396
household_visitor,35,40,35-39,40-44,0.2971795322656172
household_visitor,35,41,35-39,40-44,0.2922012052799537
household_visitor,35,42,35-39,40-44,0.28837678426205643
household_visitor,35,43,35-39,40-44,0.2816047899359942
household_visitor,35,44,35-39,40-44,0.2783049058512141
household_visitor,35,45,35-39,45-49,0.27497335551689434
household_visitor,35,46,35-39,45-49,0.27021766856723745
household_visitor,35,47,35-39,45-49,0.26610163068845355
household_visitor,35,48,35-39,45-49,0.264715257434957
household_visitor,35,49,35-39,45-49,0.2637921597111149
household_visitor,35,50,35-39,50-54,0.26126099126044927
household_visitor,35,51,35-39,50-54,0.2591085620052501
household_visitor,35,52,35-39,50-54,0.2585062059500072
household_visitor,35,53,35-39,50-54,0.2564459820317184
household_visitor,35,54,35-39,50-54,0.25431024353756754
household_visitor,35,55,35-39,55-59,0.253924750092047
household_visitor,35,56,35-39,55-59,0.25376773728386537
household_visitor,35,57,35-39,55-59,0.25375604005460256
household_visitor,35,58,35-39,55-59,0.25376773728386537
household_visitor,35,59,35-39,55-59,0.25392100098010384
household_visitor,35,60,35-39,60-64,0.25425725248779335
household_visitor,35,61,35-39,60-64,0.256125488361852
household_visitor,35,62,35-39,60-64,0.2568485038800157
household_visitor,35,63,35-39,60-64,0.2585157309320008
household_visitor,35,64,35-39,60-64,0.25906388091663035
household_visitor,35,65,35-39,65-69,0.2608167763578692
household_visitor,35,66,35-39,65-69,0.2620241582529445
household_visitor,35,67,35-39,65-69,0.26387139328432285
household_visitor,35,68,35-39,65-69,0.26510477503044677
household_visitor,35,69,35-39,65-69,0.2657418023058193
household_visitor,35,70,35-39,70-74,0.2678468366414349
household_visitor,35,71,35-39,70-74,0.2678468366414349
household_visitor,35,72,35-39,70-74,0.2678468366414349
household_visitor,35,73,35-39,70-74,0.2678468366414349
household_visitor,35,74,35-39,70-74,0.2678468366414349
household_visitor,35,75,35-39,75-79,0.2678468366414349
household_visitor,35,76,35-39,75-79,0.2678468366414349
household_visitor,35,77,35-39,75-79,0.2678468366414349
household_visitor,35,78,35-39,75-79,0.2678468366414349
household_visitor,35,79,35-39,75-79,0.2678468366414349
household_visitor,35,80,35-39,80+,0.2678468366414349
household_visitor,35,81,35-39,80+,0.2678468366414349
household_visitor,35,82,35-39,80+,0.2678468366414349
household_visitor,35,83,35-39,80+,0.2678468366414349
household_visitor,35,84,35-39,80+,0.2678468366414349
household_visitor,35,85,35-39,80+,0.2678468366414349
household_visitor,35,86,35-39,80+,0.2678468366414349
household_visitor,35,87,35-39,80+,0.2678468366414349
household_visitor,35,88,35-39,80+,0.2678468366414349
household_visitor,35,89,35-39,80+,0.2678468366414349
household_visitor,35,90,35-39,80+,0.2678468366414349
household_visitor,35,91,35-39,80+,0.2678468366414349
household_visitor,35,92,35-39,80+,0.2678468366414349
household_visitor,35,93,35-39,80+,0.2678468366414349
household_visitor,35,94,35-39,80+,0.2678468366414349
household_visitor,35,95,35-39,80+,0.2678468366414349
household_visitor,35,96,35-39,80+,0.2678468366414349
household_visitor,35,97,35-39,80+,0.2678468366414349
household_visitor,35,98,35-39,80+,0.2678468366414349
household_visitor,35,99,35-39,80+,0.2678468366414349
household_visitor,35,100,35-39,80+,0.2678468366414349
household_visitor,36,0,35-39,0-4,0.2287986010253837
household_visitor,36,1,35-39,0-4,0.2287986010253837
household_visitor,36,2,35-39,0-4,0.2287986010253837
household_visitor,36,3,35-39,0-4,0.2287986010253837
household_visitor,36,4,35-39,0-4,0.2287986010253837
household_visitor,36,5,35-39,5-9,0.2303175009385974
household_visitor,36,6,35-39,5-9,0.2381347161995993
household_visitor,36,7,35-39,5-9,0.2470964997658623
household_visitor,36,8,35-39,5-9,0.2575373735767655
household_visitor,36,9,35-39,5-9,0.26672258177677094
household_visitor,36,10,35-39,10-14,0.27900085168341
household_visitor,36,11,35-39,10-14,0.289939624958642
household_visitor,36,12,35-39,10-14,0.2987892013573551
household_visitor,36,13,35-39,10-14,0.309311732541452
household_visitor,36,14,35-39,10-14,0.32118190849420186
household_visitor,36,15,35-39,15-19,0.33046668744043267
household_visitor,36,16,35-39,15-19,0.34161328452825046
household_visitor,36,17,35-39,15-19,0.34744617833594815
household_visitor,36,18,35-39,15-19,0.35356049220848
household_visitor,36,19,35-39,15-19,0.3607730487829154
household_visitor,36,20,35-39,20-24,0.3682128722170087
household_visitor,36,21,35-39,20-24,0.3733832803423356
household_visitor,36,22,35-39,20-24,0.37655175520048373
household_visitor,36,23,35-39,20-24,0.3785856752090462
household_visitor,36,24,35-39,20-24,0.37877005117853907
household_visitor,36,25,35-39,25-29,0.3783579166584962
household_visitor,36,26,35-39,25-29,0.3762812775589033
household_visitor,36,27,35-39,25-29,0.3733661087521266
household_visitor,36,28,35-39,25-29,0.3700936517144395
household_visitor,36,29,35-39,25-29,0.3647603418078776
household_visitor,36,30,35-39,30-34,0.3578204912940024
household_visitor,36,31,35-39,30-34,0.352473479879912
household_visitor,36,32,35-39,30-34,0.34758902962845334
household_visitor,36,33,35-39,30-34,0.3431292068473097
household_visitor,36,34,35-39,30-34,0.3359682565629028
household_visitor,36,35,35-39,35-39,0.32900598484913207
household_visitor,36,36,35-39,35-39,0.3232374708080561
household_visitor,36,37,35-39,35-39,0.3158268295761764
household_visitor,36,38,35-39,35-39,0.31003595103044906
household_visitor,36,39,35-39,35-39,0.304261321444321
household_visitor,36,40,35-39,40-44,0.2994834718765634
household_visitor,36,41,35-39,40-44,0.29445890557503795
household_visitor,36,42,35-39,40-44,0.29116258186729677
household_visitor,36,43,35-39,40-44,0.2863900625127022
household_visitor,36,44,35-39,40-44,0.2813984034381539
household_visitor,36,45,35-39,45-49,0.27862560004276643
household_visitor,36,46,35-39,45-49,0.2756001377551095
household_visitor,36,47,35-39,45-49,0.27233020050607937
household_visitor,36,48,35-39,45-49,0.2688460196628294
household_visitor,36,49,35-39,45-49,0.2679406642004262
household_visitor,36,50,35-39,50-54,0.26572447597492665
household_visitor,36,51,35-39,50-54,0.2648629187277879
household_visitor,36,52,35-39,50-54,0.2645721838391211
household_visitor,36,53,35-39,50-54,0.2636827178072701
household_visitor,36,54,35-39,50-54,0.2619878129228951
household_visitor,36,55,35-39,55-59,0.2616934466275009
household_visitor,36,56,35-39,55-59,0.2616934466275009
household_visitor,36,57,35-39,55-59,0.2616934466275009
household_visitor,36,58,35-39,55-59,0.2616934466275009
household_visitor,36,59,35-39,55-59,0.2617295987783818
household_visitor,36,60,35-39,60-64,0.2621625279398653
household_visitor,36,61,35-39,60-64,0.26408441411717554
household_visitor,36,62,35-39,60-64,0.2646119512050902
household_visitor,36,63,35-39,60-64,0.26476572345135585
household_visitor,36,64,35-39,60-64,0.26502915675333033
household_visitor,36,65,35-39,65-69,0.266011748025828
household_visitor,36,66,35-39,65-69,0.2675649335032568
household_visitor,36,67,35-39,65-69,0.26876575895398996
household_visitor,36,68,35-39,65-69,0.27040306261734415
household_visitor,36,69,35-39,65-69,0.27273676588907314
household_visitor,36,70,35-39,70-74,0.27501010133978243
household_visitor,36,71,35-39,70-74,0.27501010133978243
household_visitor,36,72,35-39,70-74,0.27501010133978243
household_visitor,36,73,35-39,70-74,0.27501010133978243
household_visitor,36,74,35-39,70-74,0.27501010133978243
household_visitor,36,75,35-39,75-79,0.27501010133978243
household_visitor,36,76,35-39,75-79,0.27501010133978243
household_visitor,36,77,35-39,75-79,0.27501010133978243
household_visitor,36,78,35-39,75-79,0.27501010133978243
household_visitor,36,79,35-39,75-79,0.27501010133978243
household_visitor,36,80,35-39,80+,0.27501010133978243
household_visitor,36,81,35-39,80+,0.27501010133978243
household_visitor,36,82,35-39,80+,0.27501010133978243
household_visitor,36,83,35-39,80+,0.27501010133978243
household_visitor,36,84,35-39,80+,0.27501010133978243
household_visitor,36,85,35-39,80+,0.27501010133978243
household_visitor,36,86,35-39,80+,0.27501010133978243
household_visitor,36,87,35-39,80+,0.27501010133978243
household_visitor,36,88,35-39,80+,0.27501010133978243
household_visitor,36,89,35-39,80+,0.27501010133978243
household_visitor,36,90,35-39,80+,0.27501010133978243
household_visitor,36,91,35-39,80+,0.27501010133978243
household_visitor,36,92,35-39,80+,0.27501010133978243
household_visitor,36,93,35-39,80+,0.27501010133978243
household_visitor,36,94,35-39,80+,0.27501010133978243
household_visitor,36,95,35-39,80+,0.27501010133978243
household_visitor,36,96,35-39,80+,0.27501010133978243
household_visitor,36,97,35-39,80+,0.27501010133978243
household_visitor,36,98,35-39,80+,0.27501010133978243
household_visitor,36,99,35-39,80+,0.27501010133978243
household_visitor,36,100,35-39,80+,0.27501010133978243
household_visitor,37,0,35-39,0-4,0.22883628682370627
household_visitor,37,1,35-39,0-4,0.22883628682370627
household_visitor,37,2,35-39,0-4,0.22883628682370627
household_visitor,37,3,35-39,0-4,0.22883628682370627
household_visitor,37,4,35-39,0-4,0.22883628682370627
household_visitor,37,5,35-39,5-9,0.23081941629167071
household_visitor,37,6,35-39,5-9,0.23942026773914848
household_visitor,37,7,35-39,5-9,0.24969644145486938
household_visitor,37,8,35-39,5-9,0.259512088228427
household_visitor,37,9,35-39,5-9,0.2672585995313899
household_visitor,37,10,35-39,10-14,0.2793494901338049
household_visitor,37,11,35-39,10-14,0.29050513711386905
household_visitor,37,12,35-39,10-14,0.3001704829510595
household_visitor,37,13,35-39,10-14,0.3097223888402144
household_visitor,37,14,35-39,10-14,0.3212081522778043
household_visitor,37,15,35-39,15-19,0.3301147719693854
household_visitor,37,16,35-39,15-19,0.33952806252671974
household_visitor,37,17,35-39,15-19,0.34566896413458925
household_visitor,37,18,35-39,15-19,0.35306900979988226
household_visitor,37,19,35-39,15-19,0.36019765650536834
household_visitor,37,20,35-39,20-24,0.36603142465348093
household_visitor,37,21,35-39,20-24,0.371369287911156
household_visitor,37,22,35-39,20-24,0.3755912728041377
household_visitor,37,23,35-39,20-24,0.3764980893409538
household_visitor,37,24,35-39,20-24,0.378204685097503
household_visitor,37,25,35-39,25-29,0.3762806408482476
household_visitor,37,26,35-39,25-29,0.3755995929433343
household_visitor,37,27,35-39,25-29,0.37237117294944916
household_visitor,37,28,35-39,25-29,0.36767998415714925
household_visitor,37,29,35-39,25-29,0.3624060334043968
household_visitor,37,30,35-39,30-34,0.35696123979703337
household_visitor,37,31,35-39,30-34,0.35185705570766956
household_visitor,37,32,35-39,30-34,0.346707916712188
household_visitor,37,33,35-39,30-34,0.3415156158463231
household_visitor,37,34,35-39,30-34,0.33413736167781355
household_visitor,37,35,35-39,35-39,0.3288479865600968
household_visitor,37,36,35-39,35-39,0.32339092731576585
household_visitor,37,37,35-39,35-39,0.3174779116965951
household_visitor,37,38,35-39,35-39,0.31053474290469996
household_visitor,37,39,35-39,35-39,0.3052926387474588
household_visitor,37,40,35-39,40-44,0.3016420929288818
household_visitor,37,41,35-39,40-44,0.29720615173853093
household_visitor,37,42,35-39,40-44,0.2941472468361492
household_visitor,37,43,35-39,40-44,0.29093406397028
household_visitor,37,44,35-39,40-44,0.2866932436796326
household_visitor,37,45,35-39,45-49,0.283777696486205
household_visitor,37,46,35-39,45-49,0.280944719947864
household_visitor,37,47,35-39,45-49,0.2786052495016818
household_visitor,37,48,35-39,45-49,0.2759962085859263
household_visitor,37,49,35-39,45-49,0.275130734714148
household_visitor,37,50,35-39,50-54,0.27314645308794827
household_visitor,37,51,35-39,50-54,0.2723986104056567
household_visitor,37,52,35-39,50-54,0.27051134168776353
household_visitor,37,53,35-39,50-54,0.26888688028066343
household_visitor,37,54,35-39,50-54,0.2681965269903477
household_visitor,37,55,35-39,55-59,0.2681086408970462
household_visitor,37,56,35-39,55-59,0.2681086408970462
household_visitor,37,57,35-39,55-59,0.2681086408970462
household_visitor,37,58,35-39,55-59,0.2681086408970462
household_visitor,37,59,35-39,55-59,0.2684048207405598
household_visitor,37,60,35-39,60-64,0.2700219878597529
household_visitor,37,61,35-39,60-64,0.2710111720750139
household_visitor,37,62,35-39,60-64,0.2725751227588147
household_visitor,37,63,35-39,60-64,0.2728731944316813
household_visitor,37,64,35-39,60-64,0.27348012630193747
household_visitor,37,65,35-39,65-69,0.2752792149919596
household_visitor,37,66,35-39,65-69,0.2761824870208503
household_visitor,37,67,35-39,65-69,0.27775773301319073
household_visitor,37,68,35-39,65-69,0.2789237144480703
household_visitor,37,69,35-39,65-69,0.28055206288788864
household_visitor,37,70,35-39,70-74,0.2812979407954488
household_visitor,37,71,35-39,70-74,0.2812979407954488
household_visitor,37,72,35-39,70-74,0.2812979407954488
household_visitor,37,73,35-39,70-74,0.2812979407954488
household_visitor,37,74,35-39,70-74,0.2812979407954488
household_visitor,37,75,35-39,75-79,0.2812979407954488
household_visitor,37,76,35-39,75-79,0.2812979407954488
household_visitor,37,77,35-39,75-79,0.2812979407954488
household_visitor,37,78,35-39,75-79,0.2812979407954488
household_visitor,37,79,35-39,75-79,0.2812979407954488
household_visitor,37,80,35-39,80+,0.2812979407954488
household_visitor,37,81,35-39,80+,0.2812979407954488
household_visitor,37,82,35-39,80+,0.2812979407954488
household_visitor,37,83,35-39,80+,0.2812979407954488
household_visitor,37,84,35-39,80+,0.2812979407954488
household_visitor,37,85,35-39,80+,0.2812979407954488
household_visitor,37,86,35-39,80+,0.2812979407954488
household_visitor,37,87,35-39,80+,0.2812979407954488
household_visitor,37,88,35-39,80+,0.2812979407954488
household_visitor,37,89,35-39,80+,0.2812979407954488
household_visitor,37,90,35-39,80+,0.2812979407954488
household_visitor,37,91,35-39,80+,0.2812979407954488
household_visitor,37,92,35-39,80+,0.2812979407954488
household_visitor,37,93,35-39,80+,0.2812979407954488
household_visitor,37,94,35-39,80+,0.2812979407954488
household_visitor,37,95,35-39,80+,0.2812979407954488
household_visitor,37,96,35-39,80+,0.2812979407954488
household_visitor,37,97,35-39,80+,0.2812979407954488
household_visitor,37,98,35-39,80+,0.2812979407954488
household_visitor,37,99,35-39,80+,0.2812979407954488
household_visitor,37,100,35-39,80+,0.2812979407954488
household_visitor,38,0,35-39,0-4,0.2316835108268258
household_visitor,38,1,35-39,0-4,0.2316835108268258
household_visitor,38,2,35-39,0-4,0.2316835108268258
household_visitor,38,3,35-39,0-4,0.2316835108268258
household_visitor,38,4,35-39,0-4,0.2316835108268258
household_visitor,38,5,35-39,5-9,0.23374617490090027
household_visitor,38,6,35-39,5-9,0.24305259619927996
household_visitor,38,7,35-39,5-9,0.25213741717479793
household_visitor,38,8,35-39,5-9,0.2618900672568977
household_visitor,38,9,35-39,5-9,0.26920912024757065
household_visitor,38,10,35-39,10-14,0.2802512773226029
household_visitor,38,11,35-39,10-14,0.291778932666169
household_visitor,38,12,35-39,10-14,0.30083709395709235
household_visitor,38,13,35-39,10-14,0.311270322179327
household_visitor,38,14,35-39,10-14,0.3214256007705105
household_visitor,38,15,35-39,15-19,0.33006479079941925
household_visitor,38,16,35-39,15-19,0.3392267500873791
household_visitor,38,17,35-39,15-19,0.345344332523194
household_visitor,38,18,35-39,15-19,0.3527353388369366
household_visitor,38,19,35-39,15-19,0.3585639434849951
household_visitor,38,20,35-39,20-24,0.36533408983204385
household_visitor,38,21,35-39,20-24,0.3703504016120589
household_visitor,38,22,35-39,20-24,0.3737121719607831
household_visitor,38,23,35-39,20-24,0.37596764486367995
household_visitor,38,24,35-39,20-24,0.37613817459440563
household_visitor,38,25,35-39,25-29,0.3756482079244317
household_visitor,38,26,35-39,25-29,0.37306066397228593
household_visitor,38,27,35-39,25-29,0.37007671644020457
household_visitor,38,28,35-39,25-29,0.36509489649006704
household_visitor,38,29,35-39,25-29,0.3598800041041293
household_visitor,38,30,35-39,30-34,0.35480062610762825
household_visitor,38,31,35-39,30-34,0.3495964323642635
household_visitor,38,32,35-39,30-34,0.3451192856507537
household_visitor,38,33,35-39,30-34,0.34081828102488604
household_visitor,38,34,35-39,30-34,0.33392291247466194
household_visitor,38,35,35-39,35-39,0.3288179936645511
household_visitor,38,36,35-39,35-39,0.32341042269787057
household_visitor,38,37,35-39,35-39,0.3177661652673049
household_visitor,38,38,35-39,35-39,0.31116772928968306
household_visitor,38,39,35-39,35-39,0.3070405405709847
household_visitor,38,40,35-39,40-44,0.3029173024586703
household_visitor,38,41,35-39,40-44,0.29955108250959167
household_visitor,38,42,35-39,40-44,0.29689924296440867
household_visitor,38,43,35-39,40-44,0.2941237665359184
household_visitor,38,44,35-39,40-44,0.29124682240086536
household_visitor,38,45,35-39,45-49,0.28907121477595166
household_visitor,38,46,35-39,45-49,0.2866755316764427
household_visitor,38,47,35-39,45-49,0.28583041187311437
household_visitor,38,48,35-39,45-49,0.2837140651838957
household_visitor,38,49,35-39,45-49,0.2815473241808259
household_visitor,38,50,35-39,50-54,0.28056909022381077
household_visitor,38,51,35-39,50-54,0.2791788771947832
household_visitor,38,52,35-39,50-54,0.2786773103225476
household_visitor,38,53,35-39,50-54,0.2783161958601776
household_visitor,38,54,35-39,50-54,0.27824991156102163
household_visitor,38,55,35-39,55-59,0.27824991156102163
household_visitor,38,56,35-39,55-59,0.27824991156102163
household_visitor,38,57,35-39,55-59,0.2782869666057257
household_visitor,38,58,35-39,55-59,0.27849828442335
household_visitor,38,59,35-39,55-59,0.2786222282520506
household_visitor,38,60,35-39,60-64,0.2791329665011502
household_visitor,38,61,35-39,60-64,0.28047876251324594
household_visitor,38,62,35-39,60-64,0.2810509580355103
household_visitor,38,63,35-39,60-64,0.28138526137133435
household_visitor,38,64,35-39,60-64,0.2835729838063107
household_visitor,38,65,35-39,65-69,0.2856144041528522
household_visitor,38,66,35-39,65-69,0.2859921565458791
household_visitor,38,67,35-39,65-69,0.28686650737564434
household_visitor,38,68,35-39,65-69,0.2884673169181618
household_visitor,38,69,35-39,65-69,0.2893131122419911
household_visitor,38,70,35-39,70-74,0.29076496186408124
household_visitor,38,71,35-39,70-74,0.29076496186408124
household_visitor,38,72,35-39,70-74,0.29076496186408124
household_visitor,38,73,35-39,70-74,0.29076496186408124
household_visitor,38,74,35-39,70-74,0.29076496186408124
household_visitor,38,75,35-39,75-79,0.29076496186408124
household_visitor,38,76,35-39,75-79,0.29076496186408124
household_visitor,38,77,35-39,75-79,0.29076496186408124
household_visitor,38,78,35-39,75-79,0.29076496186408124
household_visitor,38,79,35-39,75-79,0.29076496186408124
household_visitor,38,80,35-39,80+,0.29076496186408124
household_visitor,38,81,35-39,80+,0.29076496186408124
household_visitor,38,82,35-39,80+,0.29076496186408124
household_visitor,38,83,35-39,80+,0.29076496186408124
household_visitor,38,84,35-39,80+,0.29076496186408124
household_visitor,38,85,35-39,80+,0.29076496186408124
household_visitor,38,86,35-39,80+,0.29076496186408124
household_visitor,38,87,35-39,80+,0.29076496186408124
household_visitor,38,88,35-39,80+,0.29076496186408124
household_visitor,38,89,35-39,80+,0.29076496186408124
household_visitor,38,90,35-39,80+,0.29076496186408124
household_visitor,38,91,35-39,80+,0.29076496186408124
household_visitor,38,92,35-39,80+,0.29076496186408124
household_visitor,38,93,35-39,80+,0.29076496186408124
household_visitor,38,94,35-39,80+,0.29076496186408124
household_visitor,38,95,35-39,80+,0.29076496186408124
household_visitor,38,96,35-39,80+,0.29076496186408124
household_visitor,38,97,35-39,80+,0.29076496186408124
household_visitor,38,98,35-39,80+,0.29076496186408124
household_visitor,38,99,35-39,80+,0.29076496186408124
household_visitor,38,100,35-39,80+,0.29076496186408124
household_visitor,39,0,35-39,0-4,0.2344984327170974
household_visitor,39,1,35-39,0-4,0.2344984327170974
household_visitor,39,2,35-39,0-4,0.2344984327170974
household_visitor,39,3,35-39,0-4,0.2344984327170974
household_visitor,39,4,35-39,0-4,0.2344984327170974
household_visitor,39,5,35-39,5-9,0.2361597590234843
household_visitor,39,6,35-39,5-9,0.24381383923940472
household_visitor,39,7,35-39,5-9,0.25280486346267184
household_visitor,39,8,35-39,5-9,0.26299653063418676
household_visitor,39,9,35-39,5-9,0.27168479186992767
household_visitor,39,10,35-39,10-14,0.28208475868789584
household_visitor,39,11,35-39,10-14,0.2925705238307518
household_visitor,39,12,35-39,10-14,0.30120060245453434
household_visitor,39,13,35-39,10-14,0.3115116227061524
household_visitor,39,14,35-39,10-14,0.32148558656160187
household_visitor,39,15,35-39,15-19,0.33006479079941925
household_visitor,39,16,35-39,15-19,0.3392267500873791
household_visitor,39,17,35-39,15-19,0.34527289587305326
household_visitor,39,18,35-39,15-19,0.3524491412514914
household_visitor,39,19,35-39,15-19,0.3579155827772848
household_visitor,39,20,35-39,20-24,0.3632130297501727
household_visitor,39,21,35-39,20-24,0.36873707840478254
household_visitor,39,22,35-39,20-24,0.37282328371455503
household_visitor,39,23,35-39,20-24,0.3733609385024566
household_visitor,39,24,35-39,20-24,0.3733609385024566
household_visitor,39,25,35-39,25-29,0.37295241919750183
household_visitor,39,26,35-39,25-29,0.370710262799865
household_visitor,39,27,35-39,25-29,0.3674392161881563
household_visitor,39,28,35-39,25-29,0.3624800087389105
household_visitor,39,29,35-39,25-29,0.3579417102963927
household_visitor,39,30,35-39,30-34,0.35388632539602655
household_visitor,39,31,35-39,30-34,0.3489665970185214
household_visitor,39,32,35-39,30-34,0.3447348917956013
household_visitor,39,33,35-39,30-34,0.3405009454782643
household_visitor,39,34,35-39,30-34,0.3336033274608743
household_visitor,39,35,35-39,35-39,0.3287601502231416
household_visitor,39,36,35-39,35-39,0.32341042269787057
household_visitor,39,37,35-39,35-39,0.31796920691180575
household_visitor,39,38,35-39,35-39,0.3125015593724637
household_visitor,39,39,35-39,35-39,0.3083168340906882
household_visitor,39,40,35-39,40-44,0.3047081419323043
household_visitor,39,41,35-39,40-44,0.30231133649213804
household_visitor,39,42,35-39,40-44,0.29958086185296495
household_visitor,39,43,35-39,40-44,0.2969261432785275
household_visitor,39,44,35-39,40-44,0.29483433188627184
household_visitor,39,45,35-39,45-49,0.2935360119092918
household_visitor,39,46,35-39,45-49,0.2919950657820927
household_visitor,39,47,35-39,45-49,0.2916838408301728
household_visitor,39,48,35-39,45-49,0.2912770568284603
household_visitor,39,49,35-39,45-49,0.29067207695980046
household_visitor,39,50,35-39,50-54,0.28939005588956945
household_visitor,39,51,35-39,50-54,0.28911688437464766
household_visitor,39,52,35-39,50-54,0.2890336193358372
household_visitor,39,53,35-39,50-54,0.2887085391951157
household_visitor,39,54,35-39,50-54,0.28870463476282054
household_visitor,39,55,35-39,55-59,0.2890336193358372
household_visitor,39,56,35-39,55-59,0.28907700191689434
household_visitor,39,57,35-39,55-59,0.28934269163311443
household_visitor,39,58,35-39,55-59,0.29057180588611126
household_visitor,39,59,35-39,55-59,0.2908784271431487
household_visitor,39,60,35-39,60-64,0.2912611549349751
household_visitor,39,61,35-39,60-64,0.291459224488183
household_visitor,39,62,35-39,60-64,0.29148331181455467
household_visitor,39,63,35-39,60-64,0.29180145074230707
household_visitor,39,64,35-39,60-64,0.29350233713695423
household_visitor,39,65,35-39,65-69,0.29412964925904056
household_visitor,39,66,35-39,65-69,0.2947582598830657
